,Pre-selection,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,bbFatJetParticleNetMD_Txbb >= 0.9714,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.6759612895422047,1.666468234883693,1.6589532192194563,1.119429717403971,1.117559051873765,1.111199535790136
ggHH_kl_2p45_kt_1_HHbbVV,1.2648588173264859,1.2586753580761936,1.2542438025650344,0.8288985921687644,0.827573866198354,0.82289046623926
ggHH_kl_5_kt_1_HHbbVV,1.3332206987541166,1.3268342817559162,1.3215964844896422,0.7322576502590273,0.7310189817072925,0.7270059030018378
ggHH_kl_0_kt_1_HHbbVV,2.1451073030732752,2.1322315313998526,2.1214995657305935,1.4217030586449428,1.4192414666682756,1.410313598294602
VBFHHbbVV,0.034040204061650904,0.03384862601096976,0.03369675213511948,0.022267619723954545,0.02218906584467883,0.022015374871788236
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.759082011938688,20.717090837124427,20.688288646849628,15.204714183797368,15.176946497440445,15.105052799416917
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.7875735683353,34.71274254480236,34.66443232603068,25.440734829190568,25.39468760000928,25.272759657284716
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0349561589792886,0.03473620369665886,0.03460425387072417,0.01805761497427441,0.01801474292198138,0.017912576472210735
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.90294126701765,18.86730051427866,18.845342868292377,13.887680533886197,13.862600333260023,13.798299851229546
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08896585213302885,0.0884662352365787,0.08800136503926469,0.06087981332962716,0.060742989483465216,0.06038075121004234
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,11.226364369967204,11.204614525476307,11.189951535303665,8.238461873006225,8.223431826901864,8.183657981359763
