,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore_JMS_up ≥ 0.8,bbFatJetParticleNetMD_Txbb ≥ 0.9137,BDTScore ≥ 0.8
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9566096747942927,0.9511902193920164,0.6498413927512159,0.5815106141916284,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943552.4935079368,936701.2880493293,36942.4911853847,20802.55226342001,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49221.11449574653,48889.454988424695,4417.935668761636,2499.8539459847475,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3552.173733076492,3532.876000602921,385.1865879208198,219.44047946638298,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22556.427033673514,22436.939271385167,1520.6020726981542,924.9566888854625,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.53705082453064,349.14705446532366,14.699620509027689,12.341661612001467,
Data,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,,39584.0,74643.0
