,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JER_down ≥ 300,VVFatJetPt_JER_down ≥ 300,BDTScore_JER_down ≥ 0.8,bbFatJetParticleNetMD_Txbb ≥ 0.9137,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.8
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.956532343152983,0.9508032330035896,0.6494129237929588,0.5812246563881747,,,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943500.0599169283,936644.3941367903,37238.38715391069,20902.092341189702,,,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49191.6781366848,48836.50157015109,4425.308723530188,2504.6445781411867,,,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3549.9591124149474,3529.800053659399,383.47552209481455,218.97015465434606,,,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22550.12723383685,22425.565638460026,1525.7016647117389,928.9457188936119,,,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.5879608030585,349.0637051113432,14.89141300211119,12.504272562002377,,,
Data,1028022.0,1028022.0,1028022.0,1028022.0,,,,39584.0,1028022.0,1028022.0,74643.0
