,Pre-selection,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,110 ≤ bbFatJetParticleNetMass_JMR_down < 145,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,VVFatJetParTMD_THWWvsT < 0.6
X[2000]->H(bb)Y[125](VV),11.480817040428816,11.410698023999368,11.378415235798016,11.358076130255965,9.058865126091032,3.7314169561371964,1.7386945935811866
