,Pre-selection,bbFatJetPt_JER_down >= 350,VVFatJetPt_JER_down >= 350,bbFatJetPt_JER_down >= 400 or VVFatJetPt_JER_down >= 400,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,VVFatJetParTMD_THWWvsT < 0.6
X[2000]->H(bb)Y[125](VV),11.480817040428816,11.411754209061288,11.37911730072302,11.358386176517882,1.8256417058575485,0.9385445900285763,0.43987553690677217
