,Pre-selection,bbFatJetPt_JES_down >= 350,VVFatJetPt_JES_down >= 350,bbFatJetPt_JES_down >= 400 or VVFatJetPt_JES_down >= 400,110 ≤ bbFatJetParticleNetMass < 145,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6
X[2000]->H(bb)Y[125](VV),11.480817040428816,11.403457597723397,11.366950347030755,11.345146634352007,8.905915722398468,5.240829495520623,2.924043782816568
