,Pre-selection,bbFatJetPt_JER_up >= 350,VVFatJetPt_JER_up >= 350,bbFatJetPt_JER_up >= 400 or VVFatJetPt_JER_up >= 400,110 ≤ bbFatJetParticleNetMass < 145,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,VVFatJetParTMD_THWWvsT < 0.6
X[2000]->H(bb)Y[125](VV),11.480817040428816,11.410603848717315,11.377793194795807,11.357882112741795,8.91414943814364,3.6700446465021184,1.7053228462640229
