,Pre-selection,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,92.5 ≤ bbFatJetParticleNetMass_JMS_up < 110 or 145 ≤ bbFatJetParticleNetMass_JMS_up < 162.5,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,VVFatJetParTMD_THWWvsT < 0.6
X[2000]->H(bb)Y[125](VV),11.480817040428816,11.410698023999368,11.378415235798016,11.358076130255965,1.8374643663763222,0.9444165467603896,0.4438121896023688
