,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,0.9147081031687907,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.15766409723160643,0.07338723929837182,0.07338334789599471,0.07300968687105609
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,1.9876623600214134,1.1436043355397458,1.1417381661006611,1.1367552679923443
QCD,717986.216814939,956785.8146709627,956785.8146709627,948406.4124347997,941617.267942029,509.6099209607046,52.12183287353381,52.12183287353381,52.12183287353381
TT,63126.80979180276,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,117.09236099979938,7.797522534777956,6.989927035500374,6.762299900959253
ST,5417.824558008516,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,8.827949929543571,0.7805681133538839,0.7805681133538839,0.7805681133538839
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,24.457305660224264,1.8584868972181847,1.8584868972181847,1.8584868972181847
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,15.789787066069303,3.447263544366014,3.389906666674388,3.2635295084456915
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.4728349493959115,0.14010510747441768,0.14010510747441768,0.14010510747441768
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.07183306508349305,0.05403020389437643,0.05403020389437643,0.05403020389437643
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.05608932115551985,0.0074398748385465915,0.0074398748385465915,0.0074398748385465915
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.05138251006087148,0.01939885834548725,0.01939885834548725,0.01939885834548725
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.08214104551963938,0.04472511994992448,0.04472511994992448,0.04472511994992448
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.007424121341417686,0.0029439933982219764,0.0029439933982219764,0.0027189721887996357
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.3720383434415788,0.08168796723920874,0.08026228999310127,0.06975711453319414
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,1.8862781476917467,0.27011299341225425,0.26032149060130144,0.2536755756266915
Data,1047903.0,1047903.0,1047903.0,1047903.0,1047903.0,1359.0,85.0,84.0,83.0
