,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9995,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.052923774091758496,0.03710256762075144,0.03706876025284653,0.03697871337969545
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,0.9598134035849643,0.7308404194280675,0.7300336799941944,0.7274130568101689
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,10.247169131072381,2.646961873317287,2.646961873317287,2.646961873317287
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,3.8380597927804363,0.3106038104559007,0.3106038104559007,0.3106038104559007
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,0.29959500601632155,0.0010231962789490287,0.0010231962789490287,0.0010231962789490287
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,1.220699899697915,0.4881076522470359,0.4881076522470359,0.4881076522470359
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,0.16046335593665134,0.04691934617258786,0.04691934617258786,0.04691934617258786
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.0,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.0024144466055117117,0.0,0.0,0.0
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.007828774860345946,0.0067720524719876145,0.0067720524719876145,0.0067720524719876145
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.0002995430889108305,0.0002995430889108305,0.0002995430889108305,0.0002995430889108305
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.011330923672172866,0.004869363510945305,0.004869363510945305,0.004869363510945305
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,0.5104316104022857,0.11935296415354477,0.11861574352974863,0.11767384569337833
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,17.0,3.0,3.0,3.0
