,Pre-selection,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScoreVBF >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.1076155738532725,1.10026086954089,1.0938410699480556,0.011396193890084078,0.005640751815267582,0.005640751815267582,0.005630122809218119
ggHH_kl_2p45_kt_1_HHbbVV,0.8017057185656303,0.7968145524705891,0.7930671227635825,0.010088142281547603,0.005444369845905581,0.005444369845905581,0.005439718143909963
ggHH_kl_5_kt_1_HHbbVV,0.8401003117427284,0.8351595843048549,0.8316499128333334,0.0078619324919828,0.004025771503524865,0.004025771503524865,0.004025771503524865
ggHH_kl_0_kt_1_HHbbVV,1.4345369296604162,1.423476518430441,1.4139282046529575,0.014204488754083939,0.007856919072721711,0.007856919072721711,0.007856919072721711
VBFHHbbVV,0.02156889733130559,0.021434970831585055,0.021304473134623324,0.0013013220762142497,0.0006892676924281752,0.0006892676924281752,0.0006797019544983071
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.012094469050279,10.990345995576867,10.97165165869965,2.060986006883663,1.2412487501974916,1.239453366143641,1.2359981927784462
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.524442692856272,18.478857068577998,18.44548678868924,3.3505331047087674,1.9985577343504057,1.9941404234537328,1.9881165382301869
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0215265594427219,0.021412813910168284,0.02129644312553527,0.0006679632036639766,0.00038063303450412396,0.00038063303450412396,0.00038063303450412396
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95087037154981,9.932487406806462,9.917898197282815,1.9471017614788586,1.1690790981085823,1.1672721317676227,1.1642797175056272
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.056261892429548606,0.055961515905737606,0.055608767767208196,0.003845382673769722,0.0019840726291005615,0.0019840726291005615,0.001975862238471034
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,5.947068781212984,5.938217035448208,5.936850602971381,1.1672277636827002,0.6876312847477494,0.6876312847477494,0.6876312847477494
