,Pre-selection,bbFatJetPt >= 300,VVFatJetPt >= 300,bbFatJetParticleNetMD_Txbb >= 0.9737,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.1076155738532725,1.1000482538439582,1.0935678320187143,0.7250400882356812,0.7238004481504493,0.7207576629261335
ggHH_kl_2p45_kt_1_HHbbVV,0.8017057185656303,0.7967505688556613,0.7930445292495321,0.5167573633776026,0.5159591086177711,0.5138400037836329
ggHH_kl_5_kt_1_HHbbVV,0.8401003117427284,0.8354527927589055,0.8320594978450349,0.4575133322629614,0.45706506626805865,0.4553458122349342
ggHH_kl_0_kt_1_HHbbVV,1.4345369296604162,1.4234080613658215,1.4138367950410329,0.9276141258970543,0.9261883657987392,0.9222179713476889
VBFHHbbVV,0.02156889733130559,0.021435265389209243,0.021312659614637335,0.013632984710307052,0.01358507418822899,0.01352021642749622
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.012094469050279,10.989155748948237,10.970294008297934,7.971264848466579,7.954761689960141,7.923417810505183
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.524442692856272,18.478374558355636,18.444988776552194,13.347564246257807,13.32011986664172,13.27054229590334
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0215265594427219,0.021411881720740194,0.021308163109968407,0.010905568500133274,0.010863412402908529,0.010810388888902369
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95087037154981,9.931229118293526,9.917143037920416,7.21198400467776,7.1968018162644505,7.169724387332044
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.056261892429548606,0.055925886375988984,0.05559233025468232,0.037560679816822075,0.03747157022760063,0.03723876876565886
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,5.947068781212984,5.935073120521078,5.93172727710674,4.3534720199918135,4.350311032804982,4.339933155366687
