,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.996,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.1286067827226125,0.08831409924301295,0.08816449803019055,0.08766977221155714
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,61.60937226907275,8.593028281306408,8.593028281306408,8.593028281306408
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,33.38603559328763,6.049430499229002,5.268876528780731,4.742720640261541
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,2.2158159102091037,0.49342328339902114,0.49342328339902114,0.49342328339902114
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,8.094097068826933,2.186325644020952,2.186325644020952,2.186325644020952
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,3.857218509719436,1.4824059030260899,1.4824059030260899,1.4824059030260899
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.031571511719930515,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.007923513139116479,0.0028784112656099264,0.0028784112656099264,0.0028784112656099264
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.030993667681134606,0.02184668436741223,0.02184668436741223,0.02184668436741223
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.002370392889361319,0.0019363652966222175,0.0019363652966222175,0.0019363652966222175
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.0963751137068034,0.030143103501719965,0.027606485031448493,0.025032654346050044
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,1.354762350264809,0.34937302825212024,0.3359311979423878,0.3225674788463138
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,238.0,55.0,53.0,52.0
