,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF >= 0.997,bbFatJetParticleNetMD_Txbb >= 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,2.530170579788086,1.9291060512877247,1.9260322683681856,1.9186429018817346
QCD,717986.216814939,956785.8146709627,956785.8146709627,948406.4124347997,941617.267942029,39.027857777577935,4.16724666585092,4.16724666585092,4.16724666585092
TT,63126.80979180276,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,8.05089707577455,0.9898829140144949,0.9520886098310697,0.9520886098310697
ST,5417.824558008516,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,1.2632255347599501,0.02679447805742256,0.02679447805742256,0.02679447805742256
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,1.909656022371244,0.3022307361970906,0.3022307361970906,0.3022307361970906
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,0.7439755717923533,0.2794996268880704,0.2794996268880704,0.2794996268880704
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.0,0.0,0.0,0.0
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.0012420964073974828,0.0012420964073974828,0.0012420964073974828,0.0012420964073974828
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.005645672402959151,0.0036887793589702356,0.0036887793589702356,0.0036887793589702356
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.0005723618372410993,0.0,0.0,0.0
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.02599636328082371,0.010960405145372571,0.010960405145372571,0.00897267125411588
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.279195852386608,0.09752134644116947,0.09545751894091262,0.08934334686305925
Data,1047903.0,1047903.0,1047903.0,1047903.0,1047903.0,110.0,24.0,24.0,24.0
