,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
X[2000]->H(bb)Y[125](VV),0.97 +0.08-0.04,+0.00-0.00,0.005100263987149201,0.0016946321091258869,0.004863746247567092,0.026481542284872418,+0.08-0.03
