,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore_JMR_up ≥ 0.9985,bbFatJetParticleNetMD_Txbb ≥ 0.988,BDTScore ≥ 0.9985
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.9790901153021438,1.9741353376747495,0.10401830505307601,0.0506636622273611,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1385454.619714917,1381545.5391913892,25.905021462222805,3.750748995759587,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108596.03805506787,108188.94416321091,15.51247156074164,0.8060404069289527,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8173.542421368004,8153.934084007797,1.8004737758310965,0.07679153623179812,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44778.32337141719,44666.99864531666,5.9487342144856505,0.9814800673539762,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,715.766317507949,713.451753186686,0.0,0.0,
Data,1553508.0,1553508.0,1553508.0,1553508.0,1553508.0,1553508.0,,12.0,94.0
