,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_down ≥ 300,VVFatJetPt_JES_down ≥ 300,BDTScore_JES_down ≥ 0.9985,bbFatJetParticleNetMD_Txbb ≥ 0.988,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.9985
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.9719867320714408,1.9620534006310506,0.12046355198124126,0.058849497153047506,,,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1379735.9957377834,1371337.4170357578,17.500003802079714,3.750748995759587,,,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108206.36110024157,107369.22111243442,13.974809632935937,0.7211041763978671,,,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8138.289590959531,8099.425361682121,1.6148534996803692,0.07679153623179812,,,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44605.648242905925,44374.51295319917,6.8495882331858065,0.9550287820711335,,,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,712.4299807768616,707.8092899569892,0.0,0.0,,,
Data,1553508.0,1553508.0,1553508.0,1553508.0,,,,12.0,1553508.0,1553508.0,94.0
