,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_up ≥ 300,VVFatJetPt_JES_up ≥ 300,BDTScore_JES_up ≥ 0.9985,bbFatJetParticleNetMD_Txbb ≥ 0.988,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.9985
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.985010289820864,1.9849905333061366,0.1219648874303513,0.05935588663723686,,,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1390635.4836964647,1390614.0270899232,17.949934289252052,3.750748995759587,,,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108967.89390007568,108964.07329773602,13.543305904035524,0.7603078980616531,,,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8206.659684404434,8206.324205449526,1.5964915782413711,0.07679153623179812,,,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44938.184719407625,44937.26591142576,6.679036425728041,0.9550287820711335,,,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,717.9101979551751,717.9101979551751,0.0,0.0,,,
Data,1553508.0,1553508.0,1553508.0,1553508.0,,,,12.0,1553508.0,1553508.0,94.0
