,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore_JMR_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,0.9147081031687907,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.894212043817242,0.04589557258355874,0.03194693226525136,0.03188858058763684,0.0316548441641428,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6688447704532685,0.6649531572120448,0.6617354385600798,0.653853543382392,0.033196786799895656,0.022748783691299387,0.022713459825681313,0.022614521002570304,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6956895087373941,0.6920514447111688,0.6892047021562906,0.6824919198831819,0.022269008335597962,0.01563587806670345,0.01563587806670345,0.015575948985429099,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1944766869755938,1.1863493648635597,1.17930333767202,1.167623605571839,0.059952336620498585,0.04283531840040205,0.04270174710800785,0.042603379857395395,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017115373482989717,0.017030078444247275,0.016924919012766975,0.01590667766396585,0.00040360939194102996,0.0002896967962468007,0.0002896967962468007,0.0002860185299115907,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,7.31906058432527,0.20247467327338814,0.14641088933288232,0.1460682856609246,0.14545084044139678,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.269096111629358,15.23647158421826,15.20829496277662,12.421229934293198,0.3486157037151959,0.25311823370695996,0.25190166828994964,0.2504462013856277,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.0173959132140592,0.017299990201845,0.017214419089199705,0.01673053413943861,0.0002384204198136735,0.00013964478150115648,0.00013964478150115648,0.00013964478150115648,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.138882127595444,8.123943352838433,8.11286122859791,6.505724563528981,0.18446556049694401,0.1367391368846854,0.13653953550997658,0.1357489819502375,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.04617824244896124,0.0459311591300662,0.04565497610400018,0.041769973666991776,0.0012670293647082656,0.0009137248954768659,0.0009137248954768659,0.0009078818240869138,
QCD,717986.216814939,956785.8146709627,956785.8146709627,948406.4124347997,941617.267942029,941611.5011837472,18.334770510232183,0.555839799505896,0.555839799505896,0.555839799505896,
TT,63126.80979180276,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,62288.9303772574,9.248205403068877,2.1360894016309877,2.0180492821588563,1.9790208071624809,
ST,5417.824558008516,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,5350.7186052379175,0.7163401517499594,0.2793657353914413,0.2793657353914413,0.2793657353914413,
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,9374.685787885508,2.145457075294531,0.584033099334021,0.584033099334021,0.584033099334021,
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,11904.380330249478,1.68504371896133,0.673928438301958,0.673928438301958,0.673928438301958,
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,539.5255957808083,0.0,0.0,0.0,0.0,
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,119.27175261578469,0.0,0.0,0.0,0.0,
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,31.921442997500897,0.0,0.0,0.0,0.0,
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,32.40029638484181,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,55.51504919284625,0.00197583247023121,0.0,0.0,0.0,
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,4.826854261517424,0.0005516697729807335,0.0,0.0,0.0,
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,154.97141978934926,0.020666954908011473,0.010147329981436295,0.009193530545118823,0.009077195997621627,
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,79.52003283293574,0.4483903513787254,0.15214340857927586,0.145785878691572,0.13504842739016878,
Data,1047903.0,1047903.0,1047903.0,1047903.0,1047903.0,1047879.0,,13.0,13.0,12.0,97.0
