,Pre-selection,QCD SF,LP SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScoreVBF < 0.999,BDTScore_JER_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,0.9147081031687907,0.9147081031687907,0.9147081031687907,0.9086202562710456,0.9032729107620694,0.8936899046607387,0.0443602032411707,0.030873368868487273,0.03081501719087275,0.030605186482756973,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6688447704532685,0.6650215844188102,0.6616978818114161,0.6538197559019383,0.03219389133099734,0.022099777675190065,0.022064453809571994,0.0219716863356104,,,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6956895087373941,0.6920552540546806,0.6889646563286256,0.6822518740555168,0.021377449166739657,0.015018513906379495,0.015018513906379495,0.014958584825105144,,,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1944766869755938,1.1860618192897887,1.1784620440607205,1.1667604150627724,0.057775941621049084,0.041456564165646165,0.04136332525533262,0.041264958004720166,,,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017115373482989717,0.017030649078712407,0.016911806406707055,0.015893565057905925,0.00038246283107109614,0.0002749877964467343,0.0002749877964467343,0.00027130953011152424,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.043185519276458,9.02815771027725,7.319789074769373,0.1942564494437998,0.1416407121981534,0.14134244628541992,0.14061015918455885,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.269096111629358,15.23819151213184,15.21085147798668,12.423753248903777,0.3305364631410463,0.24165145515847347,0.2404997916731619,0.23898794035859633,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.0173959132140592,0.01731116970053962,0.01721529909865581,0.016731080866734457,0.0002317007783941781,0.00013471261927710293,0.00013471261927710293,0.00013471261927710293,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.138882127595444,8.124193038879898,8.112651573642607,6.50552157855824,0.17454568099755768,0.12902227338110636,0.12886585465453015,0.1281109968359124,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.04617824244896124,0.04594810143671735,0.04559847624848856,0.041715565037532425,0.0011567660587892244,0.0008301935795257202,0.0008301935795257202,0.000824350508135768,,,
QCD,717986.216814939,956785.8146709627,956785.8146709627,948364.0361544128,941611.8267485962,941606.0599903143,19.17381408314674,0.0,0.0,0.0,,,
TT,63126.80979180276,63126.80979180276,63126.80979180276,62673.79614323329,62216.48155564703,62214.70845870403,9.490363817174018,2.2830833106882302,2.058998009056081,1.98516335753077,,,
ST,5417.824558008516,5417.824558008516,5417.824558008516,5377.353115354821,5346.142315388623,5346.087223991814,0.7163401517499594,0.2793657353914413,0.2793657353914413,0.2793657353914413,,,
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9420.543436555281,9370.593747378542,9370.160861466857,2.276538787598324,0.7565571911299217,0.7565571911299217,0.7565571911299217,,,
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11963.681352389223,11895.51750751837,11895.383385620396,1.5355102529060056,0.5963887191630219,0.5963887191630219,0.5963887191630219,,,
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5333279703598,539.5308044193844,539.5308044193844,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.07126024952862,119.40043805803371,119.40043805803371,0.0,0.0,0.0,0.0,,,
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.09098572075379,31.915490654706662,31.915490654706662,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51229709989521,32.39048595448399,32.39048595448399,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.68961912767411,55.51113359847001,55.51113359847001,0.003516582583401531,0.0015407501131703208,0.0015407501131703208,0.0015407501131703208,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.850277343583236,4.823413122979026,4.823188388137767,0.00042443859180320265,0.0,0.0,0.0,,,
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.94705721730352,154.8512284574327,154.84592611210516,0.026336614238413505,0.012288294235752617,0.012288294235752617,0.01217195968825542,,,
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.06917628289587,79.44977797155293,79.37084056779575,0.4272208360242658,0.1428575995556156,0.13650006966791176,0.12606638566622352,,,
Data,1047903.0,1047903.0,1047903.0,,,1047879.0,,13.0,13.0,12.0,1047903.0,1047903.0,97.0
