,Pre-selection,QCD SF,LP SF,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScoreVBF < 0.999,BDTScore_JES_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,0.9147081031687907,0.9147081031687907,0.9147081031687907,0.9145866495848747,0.9145155175981409,0.9049298511384005,0.045427807810631736,0.0315255658366451,0.031467214159030574,0.0312573834509148,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6688447704532685,0.6687396247885888,0.6687104037350293,0.660818807247156,0.032523291188453665,0.022171581808673596,0.022129839373319513,0.022043070576000686,,,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6956895087373941,0.6956342370058112,0.6956173642658675,0.6889045819927588,0.02163618971197427,0.015152292794875958,0.015152292794875958,0.015088375896499966,,,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1944766869755938,1.1943528822540315,1.1942766748528373,1.1825608542449944,0.05847307871888015,0.041795872524601166,0.04166230123220696,0.04156393398159451,,,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017115373482989717,0.017115373482989717,0.017108694186479038,0.016089774274350883,0.0003874068083812262,0.0002679232684713783,0.0002679232684713783,0.0002642450021361683,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.060422891390717,9.060189851549257,7.350702795186773,0.19442789442792352,0.14136738500039478,0.14105769424607817,0.14036740322646452,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.269096111629358,15.268498694962206,15.267919985216187,12.479386568341003,0.33104594607405957,0.2407235929308421,0.23957192944553055,0.23788738516794766,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.0173959132140592,0.017392009819169624,0.017391553707081148,0.016906999594911036,0.00023104722838528907,0.00013239752050929357,0.00013239752050929357,0.00013239752050929357,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.138882127595444,8.138437322164155,8.138179841158967,6.530218218488436,0.17587186600440113,0.13004953171147435,0.12989311298489814,0.12918496169788068,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.04617824244896124,0.04617824244896124,0.046172661222857174,0.042287658785848774,0.0011883937119253549,0.0008092114552512488,0.0008092114552512488,0.0008033683838612966,,,
QCD,717986.216814939,956785.8146709627,956785.8146709627,956667.0157052347,956553.6806509071,956547.9138926255,19.17381408314674,0.0,0.0,0.0,,,
TT,63126.80979180276,63126.80979180276,63126.80979180276,63116.826564698415,63107.18599108666,63105.412894143665,9.600585141254275,2.3437584197805617,2.1856662883764177,2.1118316368511065,,,
ST,5417.824558008516,5417.824558008516,5417.824558008516,5417.184318734426,5416.5525968038955,5416.497505407087,0.7163401517499594,0.2793657353914413,0.2793657353914413,0.2793657353914413,,,
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9487.064804758824,9486.32235540528,9485.889469493593,2.463408842168955,0.8783136637828055,0.8783136637828055,0.8783136637828055,,,
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,12054.071026015921,12053.005237267775,12052.871115369799,1.61900079461307,0.5862881374949881,0.5862881374949881,0.5862881374949881,,,
Diboson,544.751536187187,544.751536187187,544.751536187187,544.751536187187,544.751536187187,544.751536187187,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.71963054554595,120.71963054554595,120.71963054554595,0.0,0.0,0.0,0.0,,,
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.23831123818383,32.23831123818383,32.23831123818383,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.696277043463795,32.696277043463795,32.696277043463795,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,56.00371732736636,56.00176596226789,56.00176596226789,0.0034474048785957797,0.0007424570357816126,0.0007424570357816126,0.0007424570357816126,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.879327906819619,4.87917304753225,4.878948312690992,0.0006590136851296474,0.0,0.0,0.0,,,
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,156.92518417388314,156.89562337944528,156.8903210341177,0.027725480746300216,0.0135497917507822,0.0135497917507822,0.01282968886115424,,,
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.56035519769166,80.54779884286333,80.46793987899154,0.4272604472545218,0.14001253460726817,0.13365500471956432,0.12322132071787606,,,
Data,1047903.0,1047903.0,1047903.0,,,1047879.0,,13.0,13.0,12.0,1047903.0,1047903.0,97.0
