,Pre-selection,QCD SF,LP SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScoreVBF < 0.999,BDTScore_JER_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.6709099393660427,1.6672443971869404,1.6383677901020857,0.10989572292837305,0.07729740282497059,0.07718335999847145,0.0767062979231179,,,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.264909243644536,1.2615043790201776,1.2594839199156975,1.234748274853291,0.07838878798943166,0.05438656003322129,0.05430623949136621,0.05401426877598251,,,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3326632776423553,1.3287072451979367,1.3262024089084452,1.3080758343660746,0.05657258917847021,0.039391531418993334,0.03933827389862887,0.03926032702336585,,,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1462080925701774,2.1395602785254177,2.135088538056755,2.0981203923987524,0.13439283444033356,0.09254220310404666,0.09241505178811721,0.09172619033386609,,,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.034024377674540085,0.03392066619570052,0.03385693686252096,0.031158962836763393,0.0008074929261304745,0.0005918658608845329,0.0005886248048021584,0.0005790253537203084,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.73936620680514,20.725053995083915,15.902361932990221,0.4748836367767671,0.3470381720367539,0.34626083053718376,0.3448164080032037,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.78860657736119,34.745830024675186,34.72232429758777,26.851052170961594,0.8302809939531252,0.6116775785614708,0.6105159845076059,0.6057394318221629,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.03499528349928152,0.03487892569553672,0.034818203039090424,0.03346308709363594,0.0005857451289515119,0.00040490924993844923,0.00040476785465060213,0.0003985281757418284,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.901746176077005,18.881339862897445,18.870516294954562,14.35906637476166,0.42601668944550225,0.31449740184394714,0.3137235384207273,0.3122548790056548,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08890353276162892,0.08865461665925986,0.08847362914093906,0.07888748972760067,0.00283260368537155,0.0020412017716921315,0.002034095835803513,0.0020089371414995813,,,
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247749.91820995,1244813.4082957197,1244795.4632869016,76.55317751765607,5.882107270266179,5.882107270266179,5.882107270266179,,,
TT,114729.52068857195,114729.52068857195,114729.52068857195,114437.97026728191,114132.08746619607,114126.28867039412,19.70541336778465,4.022926078324675,3.4926995718987066,3.465546489973438,,,
ST,9991.097357360093,9991.097357360093,9991.097357360093,9961.00046905086,9938.240034904185,9936.912945328024,2.6685422714066793,0.8038150546612054,0.8038150546612054,0.8038150546612054,,,
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14670.386968672208,14643.532361751837,14642.208307624125,6.107607005037515,0.9837214996422988,0.9837214996422988,0.9837214996422988,,,
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21527.43054513457,21486.385080340002,21485.570102090656,3.2983779432103475,1.782865286361692,1.782865286361692,1.782865286361692,,,
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,932.1843657435936,930.3708375626252,930.3708375626252,0.28001420954562,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.0890706789042,223.6905964784125,223.6905964784125,0.0,0.0,0.0,0.0,,,
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.158353933224,66.05208234932266,66.02074171297292,0.0,0.0,0.0,0.0,,,
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.28863350654419,63.18969796746182,63.18832611710133,0.007126967067461129,0.0012476993426627087,0.0012476993426627087,0.0012476993426627087,,,
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.59950330312063,108.482473694838,108.47578045063405,0.02875102438592477,0.020164480926958498,0.020164480926958498,0.020164480926958498,,,
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.48581603967797,9.468074681719918,9.46783101447128,0.0008216839630774777,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,,,
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.30158920167617,310.42204762583594,310.41326196824264,0.07973652080595328,0.029360226399230818,0.026759807777704724,0.026759807777704724,,,
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.30305058855018,149.8340750587529,149.552797938272,0.9247110069839333,0.297287645679737,0.2947641841395392,0.2836939861991598,,,
Data,1414872.0,1414872.0,1414872.0,,,1414811.0,,48.0,47.0,46.0,1414872.0,1414872.0,186.0
