,Pre-selection,QCD SF,LP SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScoreVBF < 0.999,BDTScore_JER_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.671413160994866,1.6672065519826909,1.6383419627075972,0.11023873716214269,0.07761066198377053,0.07749661915727138,0.07701854535265185,,,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.264909243644536,1.2619443740833618,1.2595120643449336,1.2347775786893107,0.07856468658105065,0.05455736998184769,0.05447704943999262,0.054182864850109876,,,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3326632776423553,1.3294823636754307,1.3264512910132678,1.3082804070221032,0.05657909157590149,0.039298122132828815,0.03924486461246435,0.03916691773720134,,,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1462080925701774,2.140110980291475,2.1341285226103426,2.0971236761794363,0.13448760547451594,0.09267601057913524,0.09257233969894621,0.09188347824469507,,,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.034024377674540085,0.033924821748091125,0.033835292174518944,0.031136095957850524,0.0008000653509586162,0.000585723317087169,0.0005824822610047947,0.0005763850366551256,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.742276536413833,20.727523290457565,15.90421655558584,0.4748206469103149,0.3466446758171652,0.34589945268776795,0.34448035293776014,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.78860657736119,34.75268707636393,34.72713157266033,26.85435160612292,0.8317966971779379,0.6138119381420344,0.6127755017903391,0.607998949104896,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.03499528349928152,0.034870615332746886,0.034799811772878844,0.03344607402484444,0.0005812456037578968,0.0004008407726440543,0.0004006993773562072,0.00039445969844743357,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.901746176077005,18.8853036360409,18.87351206891294,14.361459424263384,0.4273398875826302,0.3152642788812244,0.31447898432135246,0.3129806034076993,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08890353276162892,0.088656652708224,0.08837484424937994,0.07879155528385037,0.002798873450904087,0.0020502449174880275,0.0020431389815994093,0.0020179802872954773,,,
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247569.2563443747,1244241.2895729458,1244223.3445641287,79.3948917146495,10.91196856647681,10.91196856647681,10.91196856647681,,,
TT,114729.52068857195,114729.52068857195,114729.52068857195,114309.11741675786,113880.99428785002,113875.1954920482,20.248091820442063,4.024368009244828,3.4941415028188594,3.466988420893591,,,
ST,9991.097357360093,9991.097357360093,9991.097357360093,9952.550898761065,9922.252662966415,9920.925573390252,2.554225929286668,0.6894987125411937,0.6894987125411937,0.6894987125411937,,,
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14670.207513918298,14635.076456643055,14633.752402515347,6.433515966705638,1.0689774014457376,1.0689774014457376,1.0689774014457376,,,
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21520.342568735658,21471.347787777064,21470.532809527733,3.1133837980980688,1.675091109801773,1.675091109801773,1.675091109801773,,,
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,934.1584206040213,932.1822112933119,932.1822112933119,0.28001420954562,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.02968880433406,223.30598847245,223.30598847245,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,,,
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.12891712313305,65.94436262293111,65.91302198658138,0.0,0.0,0.0,0.0,,,
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.32995290467089,63.23930009367292,63.23792824331243,0.007126967067461129,0.0012476993426627087,0.0012476993426627087,0.0012476993426627087,,,
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.64337241312307,108.51513014986577,108.50843690566181,0.027012212242863463,0.01842566878389719,0.01842566878389719,0.01842566878389719,,,
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.480593256960656,9.454908466117434,9.454664798868798,0.0008077299916567852,0.0005382728791549575,0.0005382728791549575,0.0005382728791549575,,,
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.08860162114195,309.8926151597943,309.8838295022008,0.07589758087112111,0.026759807777704724,0.026759807777704724,0.026759807777704724,,,
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.1141335814762,149.4108853239785,149.12960820349764,0.92911248213972,0.3022373027917742,0.2997138412515763,0.2877281102725142,,,
Data,1414872.0,1414872.0,1414872.0,,,1414811.0,,48.0,47.0,46.0,1414872.0,1414872.0,186.0
