,Pre-selection,QCD SF,LP SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScoreVBF < 0.999,BDTScore_JES_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.6666139971059066,1.6591154859894288,1.630263593539305,0.10929561241235106,0.07697956254244762,0.07686551971594846,0.07638744591132893,,,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.264909243644536,1.258682643328564,1.2542619870427407,1.2295376813109584,0.0781315788767479,0.05421477427552506,0.054136976077934995,0.05384840921391583,,,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3326632776423553,1.326301668406802,1.3210664369255933,1.302945837769972,0.056084528777389314,0.039074214166302274,0.03902095664593781,0.03894300977067479,,,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1462080925701774,2.133248092094022,2.1225341348193916,2.0856128422458005,0.13360641698935738,0.09209218717857579,0.09198851629838675,0.09129965484413563,,,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.034024377674540085,0.03383336419098479,0.033682252519826934,0.030991313501062497,0.0008030319685083405,0.0005870688276248888,0.0005838277715425143,0.0005777305471928453,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.72007690504204,20.691431230911157,15.870373728348678,0.4747491667387181,0.34745127176461627,0.34670604863521903,0.34526286186705074,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.78860657736119,34.713638841038545,34.66551485562907,26.795498631765167,0.8299968333141354,0.6128720293046135,0.6118355929529182,0.6071499503764196,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.03499528349928152,0.034775113179428316,0.03464415101840471,0.033292608316885644,0.0005679627667019715,0.0003936741808528517,0.0003935327855650046,0.00038729310665623086,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.901746176077005,18.86608712155698,18.84412655163469,14.333858948723712,0.42679527449358823,0.315241499876022,0.31446972645753657,0.31291929778979116,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08890353276162892,0.08840542303607321,0.08793676925528332,0.07836909887954774,0.0027513535505415644,0.002009441587184572,0.002002335651295954,0.001977176956992022,,,
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1243348.6381278953,1237229.9947820366,1237212.049773219,80.03415251276411,10.91196856647681,10.91196856647681,10.91196856647681,,,
TT,114729.52068857195,114729.52068857195,114729.52068857195,114029.4683025561,113319.76404047944,113313.96524467753,20.20290557434067,3.6982873466044563,3.168060840178488,3.1567967020886702,,,
ST,9991.097357360093,9991.097357360093,9991.097357360093,9922.140634086192,9871.37221638479,9870.045126808624,2.554225929286668,0.6894987125411937,0.6894987125411937,0.6894987125411937,,,
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14632.074465297448,14569.755961664541,14568.431907536831,5.981453165963699,1.093099092104202,1.093099092104202,1.093099092104202,,,
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21453.74146222078,21367.30115930057,21366.486181051238,3.2941942024143303,1.7830882388536442,1.7830882388536442,1.7830882388536442,,,
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,930.7571638443397,927.5041399569494,927.5041399569494,0.28001420954562,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,223.62056769434213,222.51728560123743,222.51728560123743,0.0,0.0,0.0,0.0,,,
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.00733631376538,65.66476989295606,65.63342925660632,0.0,0.0,0.0,0.0,,,
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.16347309829043,62.98984926782434,62.98847741746386,0.008158290337443336,0.0012476993426627087,0.0012476993426627087,0.0012476993426627087,,,
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.37346398025522,108.13532762314294,108.12863437893895,0.025643590679318148,0.017130490279462014,0.017130490279462014,0.017130490279462014,,,
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.45631134146326,9.41204558779923,9.411801920550591,0.0008216839630774777,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,,,
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,310.20534812719706,308.225452629239,308.2166669716456,0.08158228977861262,0.030909146150935353,0.028308727529409265,0.028308727529409265,,,
HWW,150.72907678953348,150.72907678953348,150.72907678953348,149.74304835468368,148.6507210554542,148.36944393497325,0.9219710021197638,0.29685972478654277,0.294336263246345,0.2823015094529898,,,
Data,1414872.0,1414872.0,1414872.0,,,1414811.0,,48.0,47.0,46.0,1414872.0,1414872.0,186.0
