,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_up ≥ 300,VVFatJetPt_JES_up ≥ 300,bbFatJetParticleNetMD_Txbb ≥ 0.8,bbFatJetParticleNetMD_Txbb < 0.9734,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.985010289820864,1.9849905333061366,1.9849905333061366,0.6578324418116138,,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1390635.4836964647,1390614.0270899232,1390614.0270899232,1119004.6596935482,,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108967.89390007568,108964.07329773602,108964.07329773602,88219.27603220179,,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8206.659684404434,8206.324205449526,8206.324205449526,6724.944637757057,,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44938.184719407625,44937.26591142576,44937.26591142576,30629.339444354955,,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,717.9101979551751,717.9101979551751,717.9101979551751,419.0763190038325,,
Data,1553508.0,1553508.0,1553508.0,1553508.0,,,1553508.0,1278219.0,1553508.0,1553508.0
