,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_up ≥ 300,VVFatJetPt_JES_up ≥ 300,BDTScore_JES_up ≥ 0.998,bbFatJetParticleNetMD_Txbb ≥ 0.9734,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.998
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.985010289820864,1.9849905333061366,0.15186791202889358,0.10399197259124685,,,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1390635.4836964647,1390614.0270899232,47.8960867793802,7.906476683159607,,,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108967.89390007568,108964.07329773602,22.39955294667486,4.040667141247521,,,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8206.659684404434,8206.324205449526,2.11789124291277,0.16395765685375768,,,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44938.184719407625,44937.26591142576,10.525723757634196,3.0032597801303544,,,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,717.9101979551751,717.9101979551751,0.0,0.0,,,
Data,1553508.0,1553508.0,1553508.0,1553508.0,,,,37.0,1553508.0,1553508.0,164.0
