,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
X[1200]->H(bb)Y[190](VV),1.02 +0.06-0.06,+0.05-0.05,0.0038855990548569566,0.001037055181258085,0.006597635740632207,0.02329982583185149,+0.02-0.01
