,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.09024248476678157,0.06216676252637444,0.06206988598031824,0.061845484737036736
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,1.7135456354423952,1.3036100070827468,1.3021974527555638,1.2976090695012052
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,12.140251500475383,4.277730733653868,4.277730733653868,4.277730733653868
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,9.725141275037021,1.6948101683335584,1.464905136175387,1.3062211791900529
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,0.9176510848947035,0.08840565831902454,0.08840565831902454,0.08840565831902454
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,2.5411360056945527,1.1193617313890702,1.1193617313890702,1.1193617313890702
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,0.8683517427405603,0.2639028949103168,0.2639028949103168,0.2639028949103168
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.031571511719930515,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.0024144466055117117,0.0,0.0,0.0
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.013855417567001392,0.010896567292442209,0.010896567292442209,0.010896567292442209
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.0017270571179020782,0.0015619318155323959,0.0015619318155323959,0.0015619318155323959
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.04182013156547812,0.014959039094531409,0.013097696688964709,0.011256368228690724
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,0.9178361558408732,0.24897357511065776,0.24738494604029448,0.24025255015523467
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,64.0,12.0,12.0,11.0
