,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.108127280079604,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,1.08307212221333,0.07553527801503132,0.03583294783244717,0.03580280799976766,0.035674810318027154
QCD,900603.372757249,1219440.0804636534,1219440.0804636534,1208187.047601593,1199914.6854996895,1199906.968442861,48.4456170510766,6.912284999835738,6.912284999835738,6.912284999835738
TT,76537.02908224265,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,75501.22743606972,20.819417720504518,1.2251675534603865,1.1201340666296244,0.9865895411585363
ST,6617.229257123121,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,6530.296016033862,1.5338711025697753,0.0,0.0,0.0
W+Jets,12421.273275458932,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,12264.238969325628,4.172899239615031,0.23596718019577415,0.23596718019577415,0.23596718019577415
Z+Jets,14717.02364266734,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,14517.037556219659,2.641170233257493,0.8435358897625199,0.8435358897625199,0.8435358897625199
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,695.3097641927543,0.0,0.0,0.0,0.0
ggFHbb,138.81856362723408,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,137.14696515108136,0.0,0.0,0.0,0.0
VBFHbb,40.60062332311162,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,40.3369080970762,0.0,0.0,0.0,0.0
ZHbb,38.56092725636813,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,38.14508043229702,0.007126048417925865,0.004885259938253187,0.004885259938253187,0.004885259938253187
WHbb,66.232275837835,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,65.5789510146088,0.011822148038461931,0.008595421813674762,0.008595421813674762,0.008595421813674762
ggZHbb,5.921431593700421,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,5.855043713430598,0.00047704591933229177,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128
ttHbb,187.9810602386041,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,185.6322493149411,0.05448294607053957,0.010812343854866794,0.00951961506386545,0.007366027272088627
HWW,97.55810924622651,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,96.14411210086026,0.7839902696469091,0.11043339073384706,0.10523841566497721,0.10473228060549644
Data,1331012.0,1331012.0,1331012.0,1331012.0,1331012.0,1330979.0,253.0,17.0,17.0,17.0
