,Pre-selection,QCD SF,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScore_JES_up >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.994
HHbbVV,1.706591057896172,1.706591057896172,1.7065851517004555,1.706563929098256,0.20771609193888962,0.1415284256220588,0.12567502038936657,0.1254550278675686,0.12499425126053501,,,
QCD,1126208.5372077704,1204990.9790546382,1204968.588130011,1204955.485744056,146.35250752353127,26.20401873808428,25.535835326798043,25.535835326798043,25.535835326798043,,,
TT,126178.01663528237,126178.01663528237,126174.28689269017,126170.12612420504,62.428403208279406,11.411505786190416,11.411505786190416,10.22764445194515,9.343558837921426,,,
ST,11213.018738828063,11213.018738828063,11212.048811462337,11211.655393615407,5.246661505233149,1.5516760602900406,1.5516760602900406,1.535342360308218,1.535342360308218,,,
W+Jets,15930.077126498532,15930.077126498532,15929.567731787893,15929.209710016235,14.705119083536564,3.712405923624185,3.5924479991389733,3.5924479991389733,3.5924479991389733,,,
Z+Jets,22772.15825578505,22772.15825578505,22771.53543504107,22770.964652224375,8.810738262083046,3.042410222429071,3.042410222429071,3.042410222429071,3.042410222429071,,,
Diboson,1008.665041486354,1008.665041486354,1008.6552751889706,1008.6552751889706,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,223.10648942140045,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,,,
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.28205035333777,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,67.12062616739404,67.12062616739404,67.12052250655093,67.12052250655093,0.02032776793680679,0.0180051498316697,0.01531375606479964,0.01531375606479964,0.01531375606479964,,,
WHbb,116.35029311753367,116.35029311753367,116.34265009656505,116.33875840971054,0.05762112982178124,0.03466417156804551,0.03345266416111473,0.03345266416111473,0.03345266416111473,,,
ggZHbb,10.311005316400479,10.311005316400479,10.310920939333991,10.310900618783364,0.003569123800536477,0.002765803430694111,0.0024502942865389623,0.0024502942865389623,0.0024502942865389623,,,
ttHbb,354.83801865944884,354.83801865944884,354.82351614889456,354.81594162326763,0.18169086946115492,0.06454432306632218,0.06454432306632218,0.06179183984757225,0.05731717863782289,,,
HWW,172.07437391871363,172.07437391871363,172.07336962048205,172.06752156096098,2.2008536275985238,0.5718581380046287,0.5256107870758333,0.48772490659946943,0.460139985629624,,,
Data,1383108.0,1383108.0,,,,96.0,95.0,93.0,92.0,1383108.0,1383108.0,472.0
