,Pre-selection,bbFatJetPt_JES_up >= 350,VVFatJetPt_JES_up >= 350,bbFatJetPt_JES_up >= 400 or VVFatJetPt_JES_up >= 400,110 ≤ bbFatJetParticleNetMass < 145,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
X[900]->H(bb)Y[80](VV),6.3526346097717346,5.55414489064001,5.195296534722564,4.887517013784994,3.4604220905166914,1.8281069977596425,0.9652629136491429,0.9636301859211316,0.95956872273163
