,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.04789067450742713,0.03323262689425414,0.02971320916985415,0.029654857492239627,0.029471674067453386,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6649531572120448,0.6617354385600798,0.03453057413846097,0.02387597491537489,0.020909085863938793,0.020889809557518776,0.020802900538367836,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6920514447111688,0.6892047021562906,0.023521462313333345,0.0169058082495807,0.014241208428337052,0.014241208428337052,0.014177291529961061,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1863493648635597,1.17930333767202,0.06152056584792828,0.04366113827990641,0.038492501903579585,0.03837909680222572,0.03824191592374284,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017030078444247275,0.016924919012766975,0.0006891251765618717,0.0005070613371465265,0.0003284172698959823,0.0003284172698959823,0.00032277293897573476,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,0.6602862578640737,0.49431858573158094,0.21001075156030657,0.20956160476607236,0.2086825553988934,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.23647158421826,15.20829496277662,1.1026750362189837,0.8270427474119534,0.3502922533685566,0.34923384868066204,0.34738651440357105,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.017299990201845,0.017214419089199705,0.00039326015936218196,0.0002382772359186008,0.00014274792565504088,0.00014274792565504088,0.00014274792565504088,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.123943352838433,8.11286122859791,0.6061264619935097,0.45795783961009173,0.1869913385687013,0.18666364476214273,0.18576360803922584,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.0459311591300662,0.04565497610400018,0.0029195396798644916,0.002139090317589633,0.0011085714428934706,0.0011085714428934706,0.0011085714428934706,
QCD,717986.216814939,956785.8146709627,948406.4124347997,941617.267942029,11.913162219770742,0.0,0.0,0.0,0.0,
TT,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,9.882709640048454,2.2916968569250513,2.350835015133771,2.169383750309579,2.0955490987842675,
ST,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,0.7163401517499594,0.2793657353914413,0.2793657353914413,0.2793657353914413,0.2793657353914413,
W+Jets,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,2.313835442010763,0.534474223677047,0.534474223677047,0.534474223677047,0.534474223677047,
Z+Jets,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,1.6446526974678806,0.6972707659670061,0.6972707659670061,0.6972707659670061,0.6972707659670061,
Diboson,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0,0.0,
ggFHbb,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.0,0.0,0.0,0.0,0.0,
VBFHbb,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0,0.0,
ZHbb,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,
WHbb,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.0042440178225057225,0.002268185352274512,0.002268185352274512,0.002268185352274512,0.002268185352274512,
ggZHbb,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.00029666866082620695,0.0,0.0,0.0,0.0,
ttHbb,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.02836926297474573,0.011831683086213046,0.010757777963378222,0.010757777963378222,0.00914042702569307,
HWW,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.44953627324135104,0.1436833585055094,0.133301886994294,0.12917221244845778,0.11978508656201332,
Data,1047903.0,1047903.0,1047903.0,1047903.0,,13.0,13.0,13.0,12.0,99.0
