,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 350,VVFatJetPt_JER_up >= 350,bbFatJetPt_JER_up >= 400 or VVFatJetPt_JER_up >= 400,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5,bbFatJetParticleNetMD_Txbb >= 0.987,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
QCD,1117757.9198795077,1251971.8257647846,1099012.7199024037,1010557.3865396243,949392.4030456147,208019.40354728085,16893.420456362124,712.535920137637,712.535920137637,712.535920137637,,,
TT,114729.520688572,114729.520688572,103191.20191184334,92840.08833303611,89611.88510287431,20924.480870011037,1354.3670823892892,56.87251609940114,51.21254308989272,48.73533471375181,,,
ST,9991.097357360095,9991.097357360095,8876.562993362075,8184.589479741274,7923.9598540277475,1836.2099961673255,128.50380561793725,9.353647709813826,8.539395459409228,8.12000505504911,,,
W+Jets,14710.822213085146,14710.822213085146,13396.534931934088,12425.23812743614,11916.488443329912,2423.400306226925,175.81135631826362,15.11745152411412,15.00071616628371,15.00071616628371,,,
Z+Jets,21597.004857058182,21597.004857058182,19300.288097552362,17935.77203458006,17145.081573721967,6892.510163845992,2397.1206247454093,93.11136838518047,93.11136838518047,92.62876979259667,,,
Diboson,936.1606241609029,936.1606241609029,850.8501661912385,803.2913693057035,771.9883644407507,277.3610134036809,102.94831906553878,4.216119479967323,4.216119479967323,4.216119479967323,,,
ggFHbb,224.56874142701201,224.56874142701201,204.68202417304877,184.94624192346618,175.29115301868828,32.14729574414156,13.269279837445824,0.4546909297659163,0.4546909297659163,0.4546909297659163,,,
VBFHbb,66.27722451912622,66.27722451912622,60.62062480404775,56.15355779194064,54.04824306677838,8.591333072850574,3.9378461172700634,0.11715557293181124,0.11715557293181124,0.11715557293181124,,,
ZHbb,63.465766584473805,63.465766584473805,57.635540215906765,54.55744342646091,52.12111169624213,11.771112122932662,5.714317697431804,0.1974465044079843,0.1974465044079843,0.1974465044079843,,,
WHbb,108.86564442012758,108.86564442012758,98.45557809636797,94.2170323002978,90.11208563154022,15.925133254719306,6.325764737799128,0.48784402591433695,0.48784402591433695,0.4811984695151549,,,
ggZHbb,9.5080271296301,9.5080271296301,8.537972606076476,7.869087631845407,7.59027263606386,1.7671810405172201,0.6604011465525469,0.024562732745985284,0.024562732745985284,0.024562732745985284,,,
ttHbb,312.2634270090423,312.2634270090423,279.8295542589564,251.04564243275024,245.18197187027914,51.631507677810816,8.573995100256802,0.3177851910052676,0.2875816546358805,0.26139729780525256,,,
HWW,150.6196638895773,150.6196638895773,135.6185484608632,119.82393811275331,116.78543137409841,27.30571425821224,2.6859951294653976,0.653774577386228,0.6338657720774684,0.618958786171357,,,
Data,1414872.0,1414872.0,,,,256609.0,20628.0,1102.0,1091.0,1083.0,1283242.0,1192162.0,1159898.0
