,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.98,bbFatJetParticleNetMD_Txbb >= 0.9714,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,1.6381645128552338,0.35365174301524116,0.2441118100350315,0.24383389510703465,0.242592605942177
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247814.9781850395,1244750.07933536,1244732.1343265425,1183.06013345921,261.31941228552466,261.31941228552466,261.31941228552466
TT,114729.52068857195,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,114013.39252180453,264.7757574980877,46.573804535196174,41.99185302992847,40.71839339803181
ST,9991.097357360093,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,9928.917874231587,25.42028803860644,4.904288431882935,4.894943379618896,4.794051376190712
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,14640.307900717218,52.21697637774946,10.131518428653182,10.131518428653182,10.131518428653182
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,21478.311853248793,36.84237141450121,17.110977147266677,17.0278693395528,16.957250063458737
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,930.6761200627391,1.1165426055631384,0.5543728220657973,0.5543728220657973,0.5543728220657973
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,223.5656191986538,0.18709138551349921,0.10229794366529196,0.10229794366529196,0.10229794366529196
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,65.99365088886346,0.07805080309659912,0.07728851295530904,0.07728851295530904,0.07728851295530904
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,63.23426270035958,0.12456533193644737,0.08988711667259712,0.08988711667259712,0.08840434043649703
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,108.51995537902327,0.2312977651097175,0.16872936052280552,0.16872936052280552,0.16872936052280552
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,9.462879793200281,0.016762375068720074,0.010521376751573174,0.010521376751573174,0.01045384456651104
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,310.2091465105803,0.7870532886046654,0.2968361279421738,0.26170190677421074,0.24664463932043845
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,149.38456187395192,3.7601204138726603,1.0965130539351051,1.0513318227768613,0.9991468698586216
Data,1414872.0,1414872.0,1414872.0,1414872.0,1414872.0,1414811.0,2551.0,512.0,504.0,496.0
