,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,4.130999527744988,4.122292180871064,4.10058515870925
QCD,717986.216814939,956785.8146709627,956785.8146709627,948406.4124347997,941617.267942029,869523.3038219259,867657.9790364413,864309.9524441543
TT,63126.80979180276,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,57849.38865600453,51692.7750387919,45855.75882626402
ST,5417.824558008516,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,4975.144333231859,4551.820250132849,4096.554038402913
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,8761.032580281351,8739.245520711138,8712.0092431092
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,8780.64329542228,8757.428162246923,8705.421191878318
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,411.0222919937146,392.2938498674006,372.65305188907155
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,64.79382636813872,64.74865084736501,64.46713244012037
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,16.484571753235592,16.437195753462237,16.323889119902795
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,16.65360867894448,16.612144920406166,16.450482111492907
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,30.95485250830875,30.88751958901922,30.681005896115494
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,2.9184107343100223,2.910521083705739,2.8845698425856767
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,125.70638645514036,110.94553172707145,95.85122594771495
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,73.51495857472764,60.99742349867558,50.51093923412037
Data,1047903.0,1047903.0,1047903.0,1047903.0,1047903.0,978656.0,968276.0,956637.0
