,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF >= 0.998,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,2.2211032818429963,1.3195995033206738,1.317795219325061,1.3129447404683217
QCD,717986.216814939,956785.8146709627,956785.8146709627,948406.4124347997,941617.267942029,25.66003167311395,3.299597004415339,3.299597004415339,3.299597004415339
TT,63126.80979180276,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,4.642072923641718,0.19927599606568513,0.19927599606568513,0.19927599606568513
ST,5417.824558008516,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,0.3689330683613646,0.0,0.0,0.0
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,1.0931183824504243,0.09674163352935557,0.09674163352935557,0.09674163352935557
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,0.7839597437854017,0.1927989028966934,0.1927989028966934,0.1927989028966934
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.0,0.0,0.0,0.0
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.0012420964073974828,0.0012420964073974828,0.0012420964073974828,0.0012420964073974828
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.0010826884824510488,0.0,0.0,0.0
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.0002247348412580244,0.0,0.0,0.0
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.018574136236270605,0.005358028824517803,0.005358028824517803,0.00440594830227308
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.184042791188,0.028201085874485443,0.027427804438789373,0.027427804438789373
Data,1047903.0,1047903.0,1047903.0,1047903.0,1047903.0,74.0,4.0,4.0,4.0
