,Pre-selection,QCD SF,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScore_JES_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.108127280079604,1.108127280079604,1.1081035713714382,1.1080653903338389,0.06553770298711009,0.04465010315499006,0.04016051632616674,0.04008439182922531,0.03994081652381671,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.8015758690220187,0.8015758690220187,0.8015742076520919,0.8015566517004539,0.046257823673957504,0.03231683509157526,0.028091701933365472,0.028063383568696074,0.027988451587942772,,,
ggHH_kl_5_kt_1_HHbbVV,0.8397792227107982,0.8397792227107982,0.8397405576613581,0.8397405576613581,0.03390263450554461,0.0225247245926104,0.019967163661111943,0.019967163661111943,0.0199295943960393,,,
ggHH_kl_0_kt_1_HHbbVV,1.4337517442784347,1.4337517442784347,1.4337099666557058,1.4336942879626964,0.07448940579247781,0.05002905803101354,0.04383111964877527,0.04366884269394868,0.04362605164213217,,,
VBFHHbbVV,0.02157241124523907,0.02157241124523907,0.02157241124523907,0.02157241124523907,0.0011210360745704845,0.0007919075104209871,0.00047823961668980294,0.00047625364357712404,0.00046911406321714215,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,11.015391288747336,11.01533838984919,0.8826970855197881,0.6643720414488697,0.27983653426311006,0.2793308841467341,0.27807313030927694,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.523340727906472,18.523340727906472,18.522941581949745,18.522941581949745,1.462956027390872,1.092160940454249,0.47279017464287937,0.4720190522076487,0.47010517169049637,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.021501518954477026,0.021501518954477026,0.021501518954477026,0.021501518954477026,0.0005651664689265018,0.0003693800134249977,0.00022052300668210824,0.00021823718037379845,0.00021823718037379845,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95063113617899,9.95063113617899,9.950412548332135,9.95038847828237,0.8154660359261504,0.61210985541705,0.2525708592417578,0.25197817046413296,0.2511042740799473,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.05626247636667933,0.05626247636667933,0.05626247636667933,0.05626247636667933,0.003267017439172266,0.0023785318234130276,0.0013675390554737372,0.0013675390554737372,0.0013522656514072268,,,
QCD,900603.372757249,1219440.0804636534,1219439.4799126645,1219422.47933788,15.889260257171221,0.0,0.0,0.0,0.0,,,
TT,76537.02908224265,76537.02908224265,76534.95448087924,76533.07862026204,13.087715610287399,2.8039100166719395,2.70931730216076,2.373084623939308,2.0876178537743706,,,
ST,6617.229257123121,6617.229257123121,6616.778108324861,6616.821960574154,0.7719237185863825,0.0,0.0,0.0,0.0,,,
W+Jets,12421.273275458932,12421.273275458932,12421.078715069132,12420.818420918185,2.643223959518014,0.08571279255314891,0.08571279255314891,0.08571279255314891,0.08571279255314891,,,
Z+Jets,14717.02364266734,14717.02364266734,14716.544046931334,14716.383412145502,1.5150027115589069,0.775468207320707,0.775468207320707,0.775468207320707,0.775468207320707,,,
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,703.6912877316817,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,138.81856362723408,138.81856362723408,138.81058175779788,138.81058175779788,0.0,0.0,0.0,0.0,0.0,,,
VBFHbb,40.60062332311162,40.60062332311162,40.591331153836336,40.591331153836336,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,38.56092725636813,38.56092725636813,38.55979972772222,38.55979972772222,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,,,
WHbb,66.232275837835,66.232275837835,66.23173382727803,66.2285336555317,0.002068149949222107,0.002068149949222107,0.002068149949222107,0.002068149949222107,0.002068149949222107,,,
ggZHbb,5.921431593700421,5.921431593700421,5.921287148529628,5.921287148529628,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,,,
ttHbb,187.9810602386041,187.9810602386041,187.97421160742965,187.97065844812124,0.03491058909331075,0.014176672726283023,0.014176672726283023,0.012945486838795536,0.010323569567354645,,,
HWW,97.55810924622651,97.55810924622651,97.55627725126962,97.5572062066977,0.6634836689831466,0.1878311206301621,0.1743181832668011,0.16096553905780087,0.15595397392482496,,,
Data,1331012.0,1331012.0,,,,24.0,22.0,22.0,22.0,1331012.0,1331012.0,130.0
