,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScore_JER_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.108127280079604,1.108127280079604,1.1000283455508442,1.093563222944563,0.06503066422351562,0.044191090732049604,0.03967076054931754,0.03962438716023668,0.03948081185482809,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.8015758690220187,0.8015758690220187,0.7964922393403449,0.7928382739676629,0.04590729587264901,0.032071104403161084,0.027846445439904235,0.027809378311516128,0.02772790227993471,,,
ggHH_kl_5_kt_1_HHbbVV,0.8397792227107982,0.8397792227107982,0.835058321937548,0.8316139992092635,0.033910517104373636,0.022607675424705015,0.02005011449320656,0.02005011449320656,0.02001254522813392,,,
ggHH_kl_0_kt_1_HHbbVV,1.4337517442784347,1.4337517442784347,1.4228120731930771,1.4130533265554628,0.07378805672188934,0.04947928688671231,0.04340681987861983,0.04324454292379325,0.043201751871976744,,,
VBFHHbbVV,0.02157241124523907,0.02157241124523907,0.021440944541920692,0.021327016264919646,0.0010993074585253196,0.0007705984191399228,0.0004717067302645034,0.00046972075715182444,0.00046258117679184255,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,10.991439674710634,10.972925334791851,0.8803637441771969,0.6628810462466881,0.27878385455386473,0.27827820443748874,0.27704864197216295,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.523340727906472,18.523340727906472,18.47629524681861,18.443564870299006,1.4605575813076555,1.0919259029584676,0.47059905212587616,0.46953296607780953,0.4674004846178358,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.021501518954477026,0.021501518954477026,0.02138645978059985,0.021286140659751034,0.0005595796610277257,0.00036446492975443837,0.00021854693356512732,0.00021626110725681753,0.00021626110725681753,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95063113617899,9.95063113617899,9.930464059707752,9.916398819305595,0.8122850475319054,0.609546762825828,0.25039379060871353,0.24981158106383589,0.24897343357933316,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.05626247636667933,0.05626247636667933,0.05588556143177802,0.05553878736217713,0.0032386589446132476,0.002366988131984232,0.0013653131021420279,0.0013653131021420279,0.001350039698075517,,,
QCD,900603.372757249,1219440.0804636534,1208523.5722318934,1200033.7819080197,15.889260257171221,0.0,0.0,0.0,0.0,,,
TT,76537.02908224265,76537.02908224265,76057.90175062326,75546.39913344698,12.700458960231753,2.78208642696719,2.6874937124560114,2.3982635183874064,2.112796748222469,,,
ST,6617.229257123121,6617.229257123121,6569.594060609604,6535.389534232395,0.7719237185863825,0.0,0.0,0.0,0.0,,,
W+Jets,12421.273275458932,12421.273275458932,12341.825146611021,12264.924202464117,2.5677533736250377,0.0,0.0,0.0,0.0,,,
Z+Jets,14717.02364266734,14717.02364266734,14601.95480697945,14517.83317032325,1.5150027115589069,0.775468207320707,0.775468207320707,0.775468207320707,0.775468207320707,,,
Diboson,703.6912877316817,703.6912877316817,699.274850691623,695.7930322677172,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,138.81856362723408,138.81856362723408,138.1359310079184,137.16716893739732,0.0,0.0,0.0,0.0,0.0,,,
VBFHbb,40.60062332311162,40.60062332311162,40.474722810632116,40.36086441370259,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,38.56092725636813,38.56092725636813,38.29663889299799,38.13726355471172,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,,,
WHbb,66.232275837835,66.232275837835,65.79172252987414,65.57398960849181,0.002068149949222107,0.002068149949222107,0.002068149949222107,0.002068149949222107,0.002068149949222107,,,
ggZHbb,5.921431593700421,5.921431593700421,5.887904683527691,5.855217962847878,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,,,
ttHbb,187.9810602386041,187.9810602386041,186.88290996039103,185.72296875559454,0.0323587771487211,0.012894373744750592,0.012894373744750592,0.011663187857263104,0.009041270585822214,,,
HWW,97.55810924622651,97.55810924622651,97.04385400611787,96.33153606063196,0.6526356873810719,0.18197392601820103,0.16846098865484002,0.15510834444583982,0.15009677931286391,,,
Data,1331012.0,1331012.0,,,,24.0,22.0,22.0,22.0,1331012.0,1331012.0,130.0
