,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF >= 0.998,bbFatJetParticleNetMD_Txbb >= 0.9737,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,11.015595087816134,10.992704362069707,10.974097162767547,2.641505274639709,2.0124428038689626,2.009342366848127,2.0028657290296645
QCD,900603.372757249,1219440.0804636534,1219440.0804636534,1208187.047601593,1199914.6854996895,20.97900658097704,11.92822241075232,11.92822241075232,11.92822241075232
TT,76537.02908224265,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,6.344802195908285,1.5227445648078506,1.311365827121876,1.341859594150808
ST,6617.229257123121,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,1.4414029236226529,0.2177955699422972,0.2177955699422972,0.0
W+Jets,12421.273275458932,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,1.1882770329482282,0.08146769572582355,0.08146769572582355,0.08146769572582355
Z+Jets,14717.02364266734,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,0.20462209953022106,0.06650531913438175,0.06650531913438175,0.06650531913438175
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,0.0,0.0,0.0,0.0
ggFHbb,138.81856362723408,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,0.012841765566395942,0.012841765566395942,0.012841765566395942,0.012841765566395942
VBFHbb,40.60062332311162,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,0.0,0.0,0.0,0.0
ZHbb,38.56092725636813,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,0.0030276759435141623,0.0,0.0,0.0
WHbb,66.232275837835,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,0.0037136254611929193,0.0037136254611929193,0.0037136254611929193,0.0037136254611929193
ggZHbb,5.921431593700421,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,0.00034686719747174875,0.00034686719747174875,0.00034686719747174875,0.00034686719747174875
ttHbb,187.9810602386041,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,0.011922807983765802,0.003873715745107805,0.0026425298576203213,0.0026425298576203213
HWW,97.55810924622651,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,0.246479714647524,0.06885150586956748,0.06297443739385228,0.06111385519712333
Data,1331012.0,1331012.0,1331012.0,1331012.0,1331012.0,79.0,18.0,16.0,15.0
