,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.9737,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,11.015595087816134,10.992704362069707,10.974097162767547,4.460485523878046,3.353185444635365,3.3477102602969575,3.3361849637501244
QCD,900603.372757249,1219440.0804636534,1219440.0804636534,1208187.047601593,1199914.6854996895,229.79984470875195,45.65039838412228,44.26673150291421,44.26673150291421
TT,76537.02908224265,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,46.93557891672008,9.128626037131593,8.466683879598273,7.9510151867471155
ST,6617.229257123121,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,6.997594510630007,0.5281587662517903,0.5281587662517903,0.31036319630949305
W+Jets,12421.273275458932,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,9.672295585345797,1.678139293942359,1.678139293942359,1.678139293942359
Z+Jets,14717.02364266734,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,5.481059075101413,2.6234971624644694,2.6234971624644694,2.6234971624644694
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,0.6281395434925485,0.0,0.0,0.0
ggFHbb,138.81856362723408,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,0.08581422702198907,0.05754262597296138,0.05754262597296138,0.05754262597296138
VBFHbb,40.60062332311162,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,0.04590236082434045,0.04590236082434045,0.04590236082434045,0.04590236082434045
ZHbb,38.56092725636813,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,0.02742998334641497,0.017645452858819657,0.017645452858819657,0.017645452858819657
WHbb,66.232275837835,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,0.023517789400497542,0.012101776784658987,0.012101776784658987,0.012101776784658987
ggZHbb,5.921431593700421,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,0.003912298420918217,0.002334153455288132,0.002334153455288132,0.002334153455288132
ttHbb,187.9810602386041,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,0.10080546872607196,0.03917881453137328,0.033658329035544145,0.02855693254970789
HWW,97.55810924622651,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,0.7704166214476518,0.2001156681181688,0.1862017211256847,0.1765647777009396
Data,1331012.0,1331012.0,1331012.0,1331012.0,1331012.0,675.0,115.0,112.0,110.0
