,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore_JMR_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.0975614514386789,0.06772762122728915,0.06763492165554111,0.06731372454672786,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,1.2864260111435208,0.071718751798677,0.048544414294248994,0.0484996906988626,0.04827662927862622,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,1.4220562061977793,0.05534358037316632,0.03764817613456394,0.03764817613456394,0.03747391562201201,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,2.0980696369206164,0.12208691521302703,0.08247449293035641,0.08239267688850077,0.08197622339482272,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.0357724273988926,0.0008608713856632704,0.000580576105408657,0.000576548802589092,0.0005741105176338385,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,19.55114855539726,0.4884620044403225,0.35579888324558884,0.3550866315866967,0.3539760015484972,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,32.737757871645684,0.8235410875342811,0.5988112104055241,0.597352600106953,0.5946964602029765,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.03895795325594884,0.0006065846160827114,0.0004279121044168871,0.0004279121044168871,0.0004279121044168871,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,17.775755861446896,0.4323375987921213,0.3159225828277151,0.3151337822969993,0.31367300235954276,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.08783084704222677,0.003263386811792281,0.0022724190812502014,0.002271046894991013,0.002271046894991013,
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,43.24823789042365,4.846581647798182,4.846581647798182,4.846581647798182,
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,29.953410117197354,5.052677455229449,4.448168177193077,4.130891707464759,
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,1.7850589842836,0.16439909390757668,0.16439909390757668,0.16439909390757668,
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,6.332227514029177,1.8346445057296852,1.8346445057296852,1.8346445057296852,
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,3.074990894664648,1.356110098121292,1.356110098121292,1.356110098121292,
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0,
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.031571511719930515,0.0,0.0,0.0,
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0,
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.006737574110615981,0.001692472237109429,0.001692472237109429,0.001692472237109429,
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.023685273732664727,0.01821882399137549,0.01821882399137549,0.01821882399137549,
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.0021556036871832975,0.0017215760944441954,0.0017215760944441954,0.0017215760944441954,
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.07583973448797862,0.024442388285484402,0.022581045879917702,0.02073971741964372,
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,1.0071393140377876,0.2634514910970575,0.25618236917139603,0.2430982362622425,
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,,39.0,37.0,36.0,191.0
