,Pre-selection,QCD SF,LP SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScoreVBF < 0.999,BDTScore_JES_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.6956488206244413,1.6870219762186835,1.6520689555378565,0.11479946011571922,0.07937337730346351,0.07925324263299321,0.07881700107233787,,,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.3238501132828857,1.3165197593868019,1.3110214829059383,1.2797834935476868,0.08398914656433103,0.05703406648321697,0.05696664503315621,0.05672558704022083,,,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4540657446775804,1.4462305900962389,1.4392955507192307,1.413878734120688,0.06435290908036276,0.04416676133136341,0.04411760548727836,0.043943344974726434,,,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1525536887480916,2.137570596615636,2.1263297666407253,2.0843505999511,0.1395110060933788,0.09373021653358374,0.09364506585703844,0.09320740300432948,,,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.03938444220488589,0.03908003702313971,0.03885051323503232,0.035510332104271916,0.0010479044671878237,0.0007229782995560468,0.0007189509967364818,0.0007165127117812282,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.742252257394117,25.704945059660464,19.50298832407242,0.5834629926251976,0.42523013604960913,0.4244323860562073,0.42305935955028723,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.97286862414579,42.8629150243242,42.79297341024497,32.65085466128991,0.9858663029789925,0.7168379567094434,0.7152049164482854,0.7119369342291731,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04105557177629756,0.04073303080960986,0.0405174122694524,0.03869183320935597,0.0007104300710437806,0.0005022790358484908,0.0005022790358484908,0.0005022790358484908,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.628855946473465,23.573988818796686,23.541072415448003,17.73144025240586,0.5202377920929091,0.3797088551775478,0.3788521420401373,0.3767792167741371,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.10023448588249756,0.09962742189198046,0.09895818332933407,0.087215428698867,0.0036104157919803967,0.0025574667642844755,0.002556094578025287,0.002556094578025287,,,
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1195580.4197497359,1188493.8378485164,1188465.7836018722,48.70466982041626,4.837103895715915,4.837103895715915,4.837103895715915,,,
TT,126178.01663528237,126178.01663528237,126178.01663528237,125277.51309674431,124328.8175008741,124322.10585329983,28.72291372679613,5.141675700125594,4.590971303657996,4.088104110267181,,,
ST,11213.018738828063,11213.018738828063,11213.018738828063,11119.661879992498,11058.864901644467,11058.379662620255,2.0185255553293246,0.4839470190346713,0.4839470190346713,0.4839470190346713,,,
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15826.798062580072,15744.192115021908,15742.416781246466,5.89699906231866,1.6464452746887623,1.6464452746887623,1.6464452746887623,,,
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22591.343797623595,22477.3522387971,22476.436278863195,2.795401185399218,1.008789549048907,1.008789549048907,1.008789549048907,,,
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1001.555468829989,995.7367767362746,995.7367767362746,0.0,0.0,0.0,0.0,,,
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.20721408699214,220.60052287185852,220.60052287185852,0.031571511719930515,0.0,0.0,0.0,,,
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,70.93247270180143,70.49767611071601,70.49767611071601,0.0,0.0,0.0,0.0,,,
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.73802979718431,66.52688948307338,66.52152467484967,0.005380581380432216,0.00033547950692566444,0.00033547950692566444,0.00033547950692566444,,,
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,115.70531888025883,115.43919849488618,115.43511343705809,0.02386035947480393,0.017954227728445397,0.017954227728445397,0.017954227728445397,,,
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.25139710473921,10.200185500756241,10.199869991612085,0.001998994069992338,0.0015649664772532357,0.0015649664772532357,0.0015649664772532357,,,
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,351.98243580111443,349.16857078942746,349.1549784119212,0.08255120106467781,0.024040571295088006,0.021319475410324442,0.019478146950050453,,,
HWW,172.07437391871363,172.07437391871363,172.07437391871363,170.7911521048616,169.23726416010865,168.89200227795047,1.1644237729339526,0.31578453128541284,0.30851540935975136,0.2951516902636774,,,
Data,1383108.0,1383108.0,1383108.0,,,1383039.0,,39.0,37.0,36.0,1383108.0,1383108.0,191.0
