,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore_JMR_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.12046377878768683,0.08291139084042,0.08275033035331113,0.08231198194601108,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,1.2864260111435208,0.08781190530408238,0.05961429359283719,0.05953532516098926,0.059259413555649426,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,1.4220562061977793,0.06628999522791088,0.04526250243468845,0.0452133465906034,0.04512116794752356,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,2.0980696369206164,0.14517431278783982,0.09691117225629342,0.09679491153632686,0.09629781983537872,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.0357724273988926,0.0010742142866237987,0.000717472767873149,0.0007134454650535839,0.0007110071800983303,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,19.55114855539726,0.6298830648768893,0.46000675247085415,0.4589537263473715,0.45765604878410465,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,32.737757871645684,1.0511306273432242,0.7684686913113536,0.7667426523323262,0.7632727823335581,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.03895795325594884,0.0007878864105048346,0.0005730065784423537,0.0005730065784423537,0.0005730065784423537,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,17.775755861446896,0.5569108218464622,0.4073565032185952,0.40655369100518973,0.40441732768646066,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.08783084704222677,0.003891946555966012,0.002742526705995811,0.002741154519736622,0.002741154519736622,
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,50.77003789471156,4.837103895715915,4.837103895715915,4.837103895715915,
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,28.452929365771887,5.246242681601855,4.637900055102364,4.111744166583174,
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,2.076635653791288,0.5122910215742128,0.5122910215742128,0.5122910215742128,
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,6.971363671815531,1.9938835222282827,1.9938835222282827,1.9938835222282827,
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,3.108549392667507,1.2456627735664254,1.2456627735664254,1.2456627735664254,
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0,
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.031571511719930515,0.0,0.0,0.0,
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0,
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.006566520408932713,0.0015214185354261618,0.0015214185354261618,0.0015214185354261618,
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.025077907224153782,0.01917177547779525,0.01917177547779525,0.01917177547779525,
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.002064229440566714,0.0016302018478276121,0.0016302018478276121,0.0016302018478276121,
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.07749292928661039,0.0217184159020217,0.019181797431750226,0.01486624613538913,
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,1.2851697522661052,0.3369916135995068,0.3243481845292576,0.31126405162010407,
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,,39.0,37.0,36.0,191.0
