,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.11581468456639253,0.0798863522205671,0.07976621755009677,0.0793347697453542
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,1.2864260111435208,0.08390452848020177,0.056842935860224174,0.056775289533242,0.0565343027507398
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,1.4220562061977793,0.0650487427389271,0.04466275623012615,0.044613600386041105,0.04443933987348917
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,2.0980696369206164,0.1400839486520591,0.09391154708073876,0.09376716939401283,0.093346770963352
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.0357724273988926,0.0010602293112605265,0.000722890683235448,0.000718863380415883,0.0007164250954606294
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,19.55114855539726,0.5847035242984877,0.4263640086242775,0.42556625863087566,0.42426535039303637
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,32.737757871645684,0.9860511999186148,0.7177975969739452,0.7163274312546961,0.7130441236516264
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.03895795325594884,0.0007243356286087365,0.000510652662680452,0.000510652662680452,0.000510652662680452
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,17.775755861446896,0.5181713961868589,0.3780960005026176,0.377239287365207,0.37515189208551397
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.08783084704222677,0.003613845738349032,0.0025528761592559877,0.0025515039729967987,0.0025515039729967987
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,45.72092934945287,4.079153202648582,4.079153202648582,4.079153202648582
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,28.64061052728463,5.657530145165811,5.0491875186663195,4.546320325275504
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,2.120020322306929,0.49342328339902114,0.49342328339902114,0.49342328339902114
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,6.113086860754164,1.8145731338052624,1.8145731338052624,1.8145731338052624
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,2.9384320392193333,1.1518204028690222,1.1518204028690222,1.1518204028690222
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.031571511719930515,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.006737574110615981,0.001692472237109429,0.001692472237109429,0.001692472237109429
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.02386035947480393,0.017954227728445397,0.017954227728445397,0.017954227728445397
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.001998994069992338,0.0015649664772532357,0.0015649664772532357,0.0015649664772532357
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.07891028360572269,0.02385609388059591,0.021319475410324442,0.019478146950050453
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,1.165912437204235,0.3126702806809059,0.30540115875524443,0.2920374396591705
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,191.0,39.0,37.0,36.0
