,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.995
HHbbVV,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.15919114257050923,0.11076114054984827,0.09803734828737158,0.09791778569375348,0.0974078578290535,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.2618467256927668,1.2597105355923204,0.11600717232726532,0.08025090861987064,0.07016461990464372,0.07006737160472551,0.06976080844284412,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3290754531862934,1.326456633520162,0.0843033400850387,0.057260093240129206,0.050374829662410414,0.05032157214204595,0.050160499402986794,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1397217826630057,2.134657892688486,0.19634635874659487,0.13439863338511612,0.11896895453922915,0.11874263602254724,0.11787162239317694,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.03392488917746438,0.03385106547434957,0.0023771248102352808,0.0017706831927783557,0.0010308844590750195,0.0010250751002167486,0.0010154756491348987,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,2.4386352478533695,1.8424279728564654,0.7688046556991266,0.7670087905907298,0.7638852010569173,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.750944180981556,34.72689350102866,4.085760234659927,3.0987573555203918,1.3042957782723485,1.3016098141639536,1.2943217718037476,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.034883938631222695,0.034828787476897716,0.0014425765539937863,0.0009935452053106688,0.0006275856120984534,0.0006274442168106063,0.0006212045379018327,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.88325592507293,18.87195683641766,2.250828026681943,1.704455234552456,0.6972431908673961,0.6957543760198452,0.692534514345135,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08863948905629107,0.08838388941581067,0.008831328001655436,0.0064762331013625395,0.00351823396910547,0.0035028765931936342,0.003477717898889702,
QCD,1117757.9198795073,1251971.716351885,1247814.9781850395,1244750.07933536,149.74220541796825,18.621866732762115,17.929076898788384,17.929076898788384,17.929076898788384,
TT,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,40.54573119408519,7.774273605949423,7.72368414015346,6.434092544452522,6.091449469103555,
ST,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,3.469562307199532,0.8038150546612054,0.8038150546612054,0.8038150546612054,0.8038150546612054,
W+Jets,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,9.888003177071864,2.1188866365144423,2.1188866365144423,2.1188866365144423,2.1188866365144423,
Z+Jets,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,5.805173393291593,2.7482962866545138,2.68188017588461,2.68188017588461,2.68188017588461,
Diboson,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0,0.0,
ggFHbb,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.0226503243689606,0.0,0.0,0.0,0.0,
VBFHbb,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0,0.0,0.0,0.0,0.0,
ZHbb,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.02386594109730962,0.013990851966170588,0.012619001605688325,0.012619001605688325,0.012619001605688325,
WHbb,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.05452744438389767,0.03829052635462975,0.03653028867219746,0.03653028867219746,0.03653028867219746,
ggZHbb,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.0015591662540904018,0.0008594108176753135,0.0008594108176753135,0.0008594108176753135,0.0008594108176753135,
ttHbb,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.14518865935377592,0.0652729116318568,0.0628604678500582,0.05501203367837179,0.05215934770960366,
HWW,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.420108328495591,0.4238046636078334,0.39184273198993197,0.38767709904056,0.37277401259058174,
Data,1414872.0,1414872.0,1414872.0,1414872.0,,76.0,74.0,72.0,70.0,359.0
