,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.15020419472703994,0.10284931144491964,0.0881238388571908,0.0879627783700819,0.08752442996278188,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,0.11262011703512666,0.07692737658186843,0.06468020067509433,0.0646012322432464,0.06432532063790658,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,0.08608612537095611,0.059364214652550554,0.04882697894691999,0.048704511161519394,0.04861233251843955,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,0.1785247873443675,0.11942677650744532,0.10326156126315153,0.10314530054318495,0.1026273099217111,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.002668124919328794,0.001847900894740444,0.0009935109553220578,0.0009894836525024928,0.00098652701722003,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,2.764186505889912,2.0824862246376825,0.8105816598219165,0.8090664897322299,0.8063526061271558,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,4.590539661650215,3.4564533157781074,1.3589283672607029,1.3559005513438287,1.3491078384524349,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.0017073285694633226,0.001237203394981542,0.0007417571602356141,0.0007398956889974517,0.0007398956889974517,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,2.5180757437114663,1.89435109636942,0.7300253384968776,0.7284354305058081,0.7253143823726141,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.009826887232719347,0.007171602424026182,0.00386069428398223,0.0038593220977230416,0.0038593220977230416,
QCD,1126208.5372077704,1204990.9790546382,1200602.6007629426,1197348.6443478006,51.48101103624741,4.837103895715915,4.837103895715915,4.837103895715915,4.837103895715915,
TT,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,30.498352398831063,5.789459808083105,5.789459808083105,5.022798097297158,4.337958251792634,
ST,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,2.4069653564579383,0.5122910215742128,0.5122910215742128,0.5122910215742128,0.5122910215742128,
W+Jets,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,7.540243512039099,2.113841446713494,1.9938835222282827,1.9938835222282827,1.9938835222282827,
Z+Jets,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,3.108549392667507,1.2456627735664254,1.2456627735664254,1.2456627735664254,1.2456627735664254,
Diboson,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0,0.0,
ggFHbb,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.031571511719930515,0.0,0.0,0.0,0.0,
VBFHbb,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0,0.0,
ZHbb,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.006535430407433311,0.004212812302296224,0.0015214185354261618,0.0015214185354261618,0.0015214185354261618,
WHbb,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.026289414631084557,0.020383282884726024,0.01917177547779525,0.01917177547779525,0.01917177547779525,
ggZHbb,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.0023797385847218627,0.001945710991982761,0.0016302018478276121,0.0016302018478276121,0.0016302018478276121,
ttHbb,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.07573771332267605,0.0217184159020217,0.0217184159020217,0.019181797431750226,0.01486624613538913,
HWW,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.5512555788616074,0.3907903688523174,0.3496120127275242,0.33696858365727506,0.32388445074812144,
Data,1383108.0,1383108.0,1383108.0,1383108.0,,41.0,40.0,38.0,37.0,197.0
