,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.14548606430816025,0.09962833632266493,0.08500299809552427,0.08485339688270187,0.08442194907795927,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,0.10870116282406903,0.07426935994059677,0.06199039956084758,0.06192275323386541,0.0616817664513632,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,0.08428490910150895,0.058325464556899645,0.04804199464560318,0.047968682704287634,0.0477944221917357,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,0.17393994519644207,0.11712384027700996,0.10078599709810221,0.10064161941137625,0.10020246788286627,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.0026195391106428254,0.0017989934399753721,0.0009802058349174026,0.0009761785320978375,0.0009732218968153748,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,2.6810903471959833,2.0209965103313126,0.7769875144690578,0.7756564730657665,0.7729995576814233,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,4.4508941789034,3.35169540938425,1.3052248947879637,1.302547839278649,1.2960223994478006,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.0016043860387532252,0.0011372301682476295,0.0006694623553216961,0.0006676008840835338,0.0006676008840835338,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,2.4407242209152273,1.8365543177941246,0.700915951582159,0.6992721426670847,0.6959279604928568,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.00973869621475905,0.0071056228400022785,0.003739051242655592,0.003737679056396403,0.003737679056396403,
QCD,1126208.5372077704,1204990.9790546382,1200602.6007629426,1197348.6443478006,48.60540214861669,5.505287307002153,4.837103895715915,4.837103895715915,4.837103895715915,
TT,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,30.26589403003798,5.742531056638737,5.742531056638737,4.975869345852791,4.31431819547664,
ST,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,2.4021596218754397,0.49342328339902114,0.49342328339902114,0.49342328339902114,0.49342328339902114,
W+Jets,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,7.417735304935252,2.14271290592242,2.0227549814372088,2.0227549814372088,2.0227549814372088,
Z+Jets,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,2.5220834811032495,1.0486777947236894,1.0486777947236894,1.0486777947236894,1.0486777947236894,
Diboson,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0,0.0,
ggFHbb,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.031571511719930515,0.0,0.0,0.0,0.0,
VBFHbb,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0,0.0,
ZHbb,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.006706484109116578,0.004383866003979492,0.001692472237109429,0.001692472237109429,0.001692472237109429,
WHbb,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.02463218487666541,0.019165735135376172,0.017954227728445397,0.017954227728445397,0.017954227728445397,
ggZHbb,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.0023145032141474865,0.0018804756214083845,0.0015649664772532357,0.0015649664772532357,0.0015649664772532357,
ttHbb,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.07758889925084743,0.022012391141735154,0.022012391141735154,0.019475772671463686,0.017634444211189697,
HWW,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.4160069763427297,0.3673626949649513,0.32616749098960646,0.318898369063945,0.30553464996787105,
Data,1383108.0,1383108.0,1383108.0,1383108.0,,41.0,40.0,38.0,37.0,197.0
