,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore_JMR_up ≥ 0.99,bbFatJetParticleNetMD_Txbb ≥ 0.9137,BDTScore ≥ 0.99
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9566096747942927,0.9511902193920164,0.15259221407303178,0.13725053319138614,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943552.4935079368,936701.2880493293,395.5605420668643,233.5773209578581,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49221.11449574653,48889.454988424695,89.59528920448177,51.53441455777026,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3552.173733076492,3532.876000602921,7.242994940062052,3.954138370912933,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22556.427033673514,22436.939271385167,40.11961257827478,24.33231010408644,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.53705082453064,349.14705446532366,0.03266233593561373,0.0,
Data,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,,636.0,1251.0
