,Pre-selection,QCD SF,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,92.5 ≤ bbFatJetParticleNetMass_JMS_down < 110 or 145 ≤ bbFatJetParticleNetMass_JMS_down < 162.5,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5
QCD,717986.2168149389,956785.8146709631,727880.266310517,632115.30730093,549626.1828181965,121468.77054895996,9408.657098969028,210.22190358226845,210.22190358226845,210.22190358226845,
TT,63126.80979180278,63126.80979180278,52255.279739834674,44550.39301842527,40876.84376896758,9453.742763987972,619.7784993227774,25.409728506601382,23.24008967316798,22.18851979881728,
ST,5417.824558008515,5417.824558008515,4415.799992477973,3892.68027836339,3598.9167643023343,836.8459153652395,57.768613543244655,4.777922333910094,4.455419167729527,4.455419167729527,
W+Jets,9487.889178263631,9487.889178263631,7781.8384871973285,6869.498962287357,6212.519484375291,1349.6039502274266,94.33217191319702,4.736930028867016,4.736930028867016,4.736930028867016,
Z+Jets,12055.822300436781,12055.822300436781,9646.246648678436,8533.769054681723,7681.323481188129,3115.285338659662,1037.529291059224,33.76682445594147,33.614388707421426,33.4860290305568,
Diboson,544.751536187187,544.751536187187,446.78802923260866,405.5011528291471,365.8640484595544,123.47218634012158,42.56213194841118,2.2724211085862995,2.1846871197330033,2.1846871197330033,
ggFHbb,120.74204174793252,120.74204174793252,99.14576945184771,84.16636207333235,73.96490471746189,14.71974666651841,5.485474409694088,0.06205812997154596,0.06205812997154596,0.06205812997154596,
VBFHbb,32.24173303425971,32.24173303425971,26.972717154643558,23.860173930266463,21.844352719648448,4.1768947649749,1.8378237837686577,0.05841424048708599,0.05841424048708599,0.05841424048708599,
ZHbb,32.70020301080715,32.70020301080715,26.769847010639698,24.36607786481803,21.871099911837966,5.101292074185649,2.569230992187711,0.08694412290903518,0.08694412290903518,0.08596506509161297,
WHbb,56.014320595270185,56.014320595270185,45.585479704827875,42.13095174780474,37.93217245731578,7.209139949997271,2.9908306332471803,0.21268134162981905,0.21268134162981905,0.2086250119043964,
ggZHbb,4.8805631912185055,4.8805631912185055,4.003348911376493,3.5368165520777906,3.2407641335023025,0.7846011889542523,0.29961912224694565,0.007707719438816638,0.007707719438816638,0.007707719438816638,
ttHbb,156.9411921655786,156.9411921655786,132.4255089511894,114.06437228003733,107.72363022103359,23.037599978501838,4.025101130922302,0.1562229785352484,0.14502593850584256,0.13243137809443556,
HWW,80.56791059341468,80.56791059341468,68.07356028523593,57.20524247305335,53.644149864781234,12.077876965059723,1.1493909824502069,0.23644675736117232,0.2278781070634387,0.22116246392067357,
Data,1047903.0,1047903.0,786824.0,657428.0,558947.0,,8704.0,408.0,405.0,401.0,123461.0
