,Pre-selection,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9737,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.1076155738532725,1.1075869641063874,1.107548783068788,0.37404520915636374,0.3734125091477306,0.3714778055299639
ggHH_kl_2p45_kt_1_HHbbVV,0.8017057185656303,0.8017040571957035,0.8016865012440655,0.27972665344085995,0.2793164189867129,0.27784616804928186
ggHH_kl_5_kt_1_HHbbVV,0.8401003117427284,0.8400616466932882,0.8400616466932882,0.3789187979894459,0.3783181421981746,0.3760608855991362
ggHH_kl_0_kt_1_HHbbVV,1.4345369296604162,1.4344951520376874,1.4344794733446775,0.49388453309297015,0.4927774758516426,0.4904502585905877
VBFHHbbVV,0.02156889733130559,0.02156889733130559,0.02156889733130559,0.007790443410290924,0.007765378846625512,0.007721958913875464
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.012094469050279,11.011890669981481,11.011837771083332,3.0129140410898625,3.005569655315724,2.9901001557501456
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.524442692856272,18.524043546899545,18.524043546899545,5.125862731493295,5.112770381389298,5.087747190126659
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0215265594427219,0.0215265594427219,0.0215265594427219,0.010503169805527278,0.010448035092445684,0.010381696981125827
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95087037154981,9.950651783702952,9.950627713653182,2.716550347815435,2.7106251926009124,2.696768958154006
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.056261892429548606,0.056261892429548606,0.056261892429548606,0.018333858323923754,0.018277059542940115,0.01818292360566722
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,5.947068781212984,5.947068781212984,5.947068781212984,1.5867976174055176,1.5781344981156726,1.5690744963990162
