,Pre-selection,QCD SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScore_JER_down >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,1.706591057896172,1.706591057896172,1.701785185949453,1.6976235820778385,0.18363909016707475,0.12604324560135247,0.1106752405573975,0.11049430453620782,0.11001213660406176,,,
QCD,1126208.5372077704,1204990.9790546382,1200738.052316178,1197558.877157514,105.72368787687547,13.854205805670809,13.18602239438457,13.18602239438457,13.18602239438457,,,
TT,126178.01663528237,126178.01663528237,125721.86252072458,125249.58535996148,50.293014440729195,9.132121150047833,9.132121150047833,8.056064988992528,7.3712251434880045,,,
ST,11213.018738828063,11213.018738828063,11168.452048314444,11140.719505951973,4.066282223657728,1.0955139400830274,1.0955139400830274,1.0955139400830274,1.0955139400830274,,,
W+Jets,15930.077126498532,15930.077126498532,15881.107695718065,15842.384142944156,12.052006625682916,3.0796420643449167,2.959684139859705,2.959684139859705,2.959684139859705,,,
Z+Jets,22772.15825578505,22772.15825578505,22689.51909652289,22638.01021402513,6.802397799926367,2.4033636950030655,2.4033636950030655,2.4033636950030655,2.4033636950030655,,,
Diboson,1008.665041486354,1008.665041486354,1005.0573352561039,1001.5335960272366,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,223.1087799478259,223.1087799478259,222.71968015957236,221.89439691067292,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,,,
VBFHbb,71.28205035333777,71.28205035333777,71.08197998191031,70.88904592719425,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,67.12062616739404,67.12062616739404,66.95505508866002,66.85027969634586,0.013628222558284284,0.011305604453147197,0.008614210686277135,0.008614210686277135,0.008614210686277135,,,
WHbb,116.35029311753367,116.35029311753367,116.09016021113949,115.97731768365011,0.04178545124977738,0.02620945467391398,0.024997947266983206,0.024997947266983206,0.024997947266983206,,,
ggZHbb,10.311005316400479,10.311005316400479,10.28303977032229,10.258567730652926,0.0029267823682215554,0.0024927547754824532,0.002177245631327304,0.002177245631327304,0.002177245631327304,,,
ttHbb,354.83801865944884,354.83801865944884,353.4782835063519,351.99796261301265,0.1432182184593188,0.048856919464204514,0.048856919464204514,0.04613582357944095,0.04356199289404251,,,
HWW,172.07437391871363,172.07437391871363,171.39708029390346,170.57519080446693,1.9586988931906322,0.49765480674707674,0.45229082448402114,0.42708652925572943,0.4074216945670446,,,
Data,1383108.0,1383108.0,,,,76.0,75.0,73.0,72.0,1383108.0,1383108.0,356.0
