,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.9737,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.108127280079604,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,0.1954596697135802,0.13246040642331142,0.1322856376496979,0.13186125045671318
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,11.015595087816134,10.992704362069707,10.974097162767547,2.389315888225939,1.7927222432458203,1.7895525303365787,1.7837043744800585
QCD,900603.372757249,1219440.0804636534,1219440.0804636534,1208187.047601593,1199914.6854996895,503.94949410469246,142.0353161376649,134.6529469052803,134.6529469052803
TT,76537.02908224265,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,154.48450977080626,29.35724013973929,26.922792589675094,24.532729109294124
ST,6617.229257123121,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,14.749079473229074,2.752344628097449,2.752344628097449,2.752344628097449
W+Jets,12421.273275458932,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,25.683379261269,4.259516548305755,4.259516548305755,4.259516548305755
Z+Jets,14717.02364266734,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,19.681360188866275,8.806522294881972,8.806522294881972,8.806522294881972
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,1.2537683848780037,0.11578298779203958,0.11578298779203958,0.11578298779203958
ggFHbb,138.81856362723408,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,0.06796715698537836,0.02388971709641058,0.02388971709641058,0.014320785061166675
VBFHbb,40.60062332311162,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,0.02129774171368281,0.007598621229742675,0.007598621229742675,0.007598621229742675
ZHbb,38.56092725636813,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,0.05399628332437089,0.042484843670601805,0.04117683525803005,0.04117683525803005
WHbb,66.232275837835,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,0.13424712993507787,0.09480659727395105,0.09480659727395105,0.09480659727395105
ggZHbb,5.921431593700421,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,0.010530192542833256,0.0062208071649482765,0.0062208071649482765,0.0062208071649482765
ttHbb,187.9810602386041,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,0.4759002968616781,0.1821967772687893,0.17276604494276615,0.15606500504245
HWW,97.55810924622651,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,2.3155582642564116,0.605084369849652,0.5784197265977791,0.5381744294304968
Data,1331012.0,1331012.0,1331012.0,1331012.0,1331012.0,2000.0,359.0,357.0,354.0
