,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
X[3000]->H(bb)Y[250](VV),0.94 +0.07-0.06,+0.04-0.05,0.006256733080707575,0.004669436506455517,0.005813925307813025,0.033114616790062196,+0.05-0.02
