,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.5617368524345282,0.5607970139226898,0.5573700773903076
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,0.46061746713406093,0.4596007721572231,0.45673035700528963
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,0.6566313152664905,0.6556857702541197,0.6520700994038799
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,0.7182379706796252,0.7168157779791101,0.7122695869485213
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.013882599660633996,0.013806289639697246,0.013719079290650728
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,6.878922424973372,6.864342461045584,6.825511328764037
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,11.51162279770742,11.485899613187154,11.411539005800183
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.019964603140325967,0.01990145436347911,0.019748495995832623
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,6.29158188590659,6.278575639853176,6.240625776116714
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.030716007347018928,0.03064724680562142,0.030440440489967115
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,963807.4940357904,962218.4914664594,957982.47779008
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,101312.23410597659,90377.41441300801,79853.26439953287
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,9151.885931034849,8321.34136874015,7426.929736077712
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,13176.130441631436,13146.478662709551,13104.588662885313
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,13017.869943463393,12985.611026350962,12914.66923212525
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,587.0680898927101,557.5319556980061,523.647226299036
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,73.82532993263385,73.64806912590342,73.2852955928284
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,21.048785848640396,20.93471737112549,20.769600265060213
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,20.859058066676788,20.803330053748,20.619405874749955
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,39.43506289899327,39.33553647106322,39.01527548269555
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,4.348167895135202,4.333901804262872,4.2989039675099745
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,225.23463133385022,198.69058056876503,172.2719009739104
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,139.29958230013366,115.70565764944601,95.45061057128318
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1137620.0,1122321.0,1106195.0
