,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.98,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.108127280079604,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,1.08307212221333,0.19643915643322163,0.09165581754930177,0.09155771499708185,0.09129877416862887
QCD,900603.372757249,1219440.0804636534,1219440.0804636534,1208187.047601593,1199914.6854996895,1199906.968442861,693.1855195045493,77.57105057526866,70.18868134288405,70.18868134288405
TT,76537.02908224265,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,75501.22743606972,167.6905928654135,11.540917331687236,10.57965700336328,9.740712140619127
ST,6617.229257123121,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,6530.296016033862,15.495347198098393,1.46949333135224,1.46949333135224,1.46949333135224
W+Jets,12421.273275458932,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,12264.238969325628,29.874220856115755,2.4636880315062597,2.4636880315062597,2.4636880315062597
Z+Jets,14717.02364266734,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,14517.037556219659,21.9188930178154,5.350299685671795,5.278242227179926,5.278242227179926
Diboson,703.6912877316817,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,695.3097641927543,0.8884162211795643,0.0,0.0,0.0
ggFHbb,138.81856362723408,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,137.14696515108136,0.08666982599916218,0.014320785061166675,0.014320785061166675,0.014320785061166675
VBFHbb,40.60062332311162,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,40.3369080970762,0.033052267996737564,0.011754526283054756,0.011754526283054756,0.011754526283054756
ZHbb,38.56092725636813,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,38.14508043229702,0.056977128839505356,0.031173201229083417,0.02986519281651166,0.02986519281651166
WHbb,66.232275837835,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,65.5789510146088,0.12335235615891492,0.05416606505010057,0.05416606505010057,0.05416606505010057
ggZHbb,5.921431593700421,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,5.855043713430598,0.01014667516934231,0.004390681998280552,0.004390681998280552,0.004390681998280552
ttHbb,187.9810602386041,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,185.6322493149411,0.4914282879706646,0.09014863358152359,0.08117873682896193,0.07529319015594116
HWW,97.55810924622651,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,96.14411210086026,2.2491691489781793,0.30297053661425705,0.29165119290421804,0.28358527074089707
Data,1331012.0,1331012.0,1331012.0,1331012.0,1331012.0,1330979.0,2206.0,153.0,152.0,152.0
