,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.9,bbFatJetParticleNetMD_Txbb ≥ 0.9734
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.9790901153021438,1.9741353376747495,1.1853428563899313,0.8044239962860241
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1385454.619714917,1381545.5391913892,27744.223600015463,5696.980216405818
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108596.03805506787,108188.94416321091,4430.356423024554,784.7917527047066
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8173.542421368004,8153.934084007797,455.0324084201759,85.95339719198932
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44778.32337141719,44666.99864531666,1559.2291250812143,462.6830199016826
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,715.766317507949,713.451753186686,13.656990843564104,8.010263893394612
Data,1553508.0,1553508.0,1553508.0,1553508.0,1553508.0,1553508.0,53152.0,9723.0
