,Pre-selection,QCD SF,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,92.5 ≤ bbFatJetParticleNetMass_JMS_down < 110 or 145 ≤ bbFatJetParticleNetMass_JMS_down < 162.5,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,VVFatJetParTMD_THWWvsT < 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5
QCD,900603.3727572492,1219440.080463653,909185.3145255053,785054.5356127718,678194.2308224144,150808.53310274763,139430.3653778386,135509.18603351092,135329.6885792298,134771.44071961683,
TT,76537.02908224257,76537.02908224257,62502.907179032714,52946.44118724975,48398.12552510731,11300.35541582158,10521.197331966334,10022.24015900371,8855.056519562222,7985.276067359161,
ST,6617.229257123121,6617.229257123121,5333.643795722104,4669.500953646956,4312.439887332558,1016.4625186235497,933.4635483706109,887.5721720943079,807.4935309984246,740.5829729471918,
W+Jets,12421.273275458932,12421.273275458932,10081.530468318728,8872.908216423553,7994.970353499412,1704.865187505587,1581.4296125098665,1497.5349789940333,1493.6010606599496,1489.6795806000605,
Z+Jets,14717.02364266734,14717.02364266734,11596.248313731177,10258.959442762889,9225.01768924558,3676.538769133589,2438.446437916555,2359.1611728284847,2353.2594052845257,2344.1881552157015,
Diboson,703.6912877316817,703.6912877316817,562.2263678811394,506.0471652477355,457.8809851445909,174.2190293253983,115.19655232822558,109.49022764612052,103.05894613079514,98.30808233752,
ggFHbb,138.81856362723408,138.81856362723408,112.60843567952179,94.594807891947,82.77402126573345,14.917343023570353,8.929822632359054,8.615697295641466,8.615697295641466,8.53160132720724,
VBFHbb,40.60062332311162,40.60062332311162,33.64066881007546,29.92243782651147,27.43908043036217,5.140304976340895,2.76828491136021,2.7040265814354383,2.6789528559487246,2.669984471657056,
ZHbb,38.56092725636813,38.56092725636813,31.201096827055522,28.327419717518335,25.341736768545154,6.1106776331246495,3.0054090683029804,2.8982977462346744,2.8833375419664837,2.8684336916435402,
WHbb,66.232275837835,66.232275837835,53.1747239460968,49.03210061589495,43.92375773929534,8.252679007598928,4.84768433344863,4.508944526060293,4.49114428035636,4.467884141660887,
ggZHbb,5.921431593700421,5.921431593700421,4.834218950591498,4.243272703271217,3.8953094791319236,0.9185203319051042,0.5690763285539142,0.5534905345115304,0.5523171375227229,0.5488166387928568,
ttHbb,187.9810602386041,187.9810602386041,157.06411137377214,134.84019593486616,126.88588505779538,27.242136570442657,22.405561565010828,21.448493969541158,18.66984962879998,16.405874679741686,
HWW,97.55810924622654,97.55810924622654,81.55463845285882,68.6128079486553,64.37376962349865,15.076807340051662,13.639869522557447,11.845411269622748,9.662758500348996,8.223614121833544,
Data,1331012.0,1331012.0,964614.0,800395.0,681593.0,,137907.0,130877.0,129236.0,127724.0,148881.0
