,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,0.0665682812760038,0.04530812573766607,0.04074183650787306,0.04066417654155391,0.04050144377010797,
ggHH_kl_2p45_kt_1_HHbbVV,0.8015758690220187,0.8015758690220187,0.7966181927909652,0.7929251357407407,0.04705404405115904,0.03288269318226278,0.02866522016722254,0.028628153038834432,0.02854623535072876,
ggHH_kl_5_kt_1_HHbbVV,0.8397792227107982,0.8397792227107982,0.8351909835840614,0.8317756967171981,0.034465038619454214,0.023063427059646098,0.02045859448963187,0.02045859448963187,0.02042102522455923,
ggHH_kl_0_kt_1_HHbbVV,1.4337517442784347,1.4337517442784347,1.4226156102926775,1.4129101659183219,0.07654755415174141,0.05120063884179689,0.044908584835193006,0.04474630788036642,0.044661666759849686,
VBFHHbbVV,0.02157241124523907,0.02157241124523907,0.021438896099242835,0.021315873451069035,0.0011372886446779104,0.0008035676328139749,0.0004981815770872417,0.0004961956039745627,0.0004890560236145809,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,10.992704362069707,10.974097162767547,0.9080625788555013,0.6841442794705431,0.29008904621880927,0.28963007084375136,0.28825124735120145,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.523340727906472,18.523340727906472,18.47731328698665,18.44388166206678,1.5060126613360136,1.1263324715066994,0.4897988483666623,0.48860272994567977,0.48632534881208483,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.021501518954477026,0.021501518954477026,0.021387774292197015,0.02128691499756289,0.0005767879258252239,0.00038185454283489546,0.00023166374553809633,0.00023166374553809633,0.00023166374553809633,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95063113617899,9.95063113617899,9.931050331915193,9.916982995696745,0.8370005248671806,0.6289694210298322,0.26155573193236664,0.2610076504468519,0.2601452957591711,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.05626247636667933,0.05626247636667933,0.05592359011921978,0.05559233902875846,0.003303519767301152,0.002441778640481055,0.0014552326540760896,0.0014552326540760896,0.0014399592500095788,
QCD,900603.372757249,1219440.0804636534,1208187.047601593,1199914.6854996895,27.86056632702219,5.662577361852991,5.662577361852991,5.662577361852991,5.662577361852991,
TT,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,12.962900797118206,2.4935158054549382,2.3989230909437587,2.1444047755077196,1.9610780789351,
ST,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,0.5715046236962493,0.0,0.0,0.0,0.0,
W+Jets,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,2.6795625728445596,0.0,0.0,0.0,0.0,
Z+Jets,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,1.3494349681913227,0.6806605709563059,0.6806605709563059,0.6806605709563059,0.6806605709563059,
Diboson,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,0.0,0.0,0.0,0.0,0.0,
ggFHbb,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,0.0,0.0,0.0,0.0,0.0,
VBFHbb,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,0.0,0.0,0.0,0.0,0.0,
ZHbb,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,0.007733531291934684,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,
WHbb,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,0.002068149949222107,0.002068149949222107,0.002068149949222107,0.002068149949222107,0.002068149949222107,
ggZHbb,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,
ttHbb,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,0.02810477524494351,0.01145266478787843,0.01145266478787843,0.01145266478787843,0.010128715851368944,
HWW,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,0.6580716001481872,0.18758501060965527,0.171746368813812,0.1583937246048118,0.1533821594718359,
Data,1331012.0,1331012.0,1331012.0,1331012.0,,24.0,22.0,22.0,22.0,130.0
