,Pre-selection,QCD SF,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,92.5 ≤ bbFatJetParticleNetMass_JMR_up < 110 or 145 ≤ bbFatJetParticleNetMass_JMR_up < 162.5,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9883,VVFatJetParTMD_THWWvsT < 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5
X[3000]->H(bb)Y[250](VV),14.688073034644484,14.688073034644484,14.66398441947416,14.63468398283262,14.627286968480925,3.0055076003708106,1.3021225295371956,0.6862001743644921,0.6853281988696007,0.6813043963049348,
QCD,900603.3727572492,1219440.080463653,909185.3145255053,785054.5356127718,678194.2308224144,148361.21090536632,137298.19787704345,133531.84156527012,133339.4607450813,132819.16793734033,
TT,76537.02908224257,76537.02908224257,62502.907179032714,52946.44118724975,48398.12552510731,11503.666510979097,10689.99165338207,10183.594782967059,9021.871776142925,8135.9682965021075,
ST,6617.229257123121,6617.229257123121,5333.643795722104,4669.500953646956,4312.439887332558,1027.3666921151664,950.4512804814781,906.9110228943088,823.5648116038235,756.8549796326702,
W+Jets,12421.273275458932,12421.273275458932,10081.530468318728,8872.908216423553,7994.970353499412,1805.8798529529574,1675.2715814252474,1587.1545369836017,1582.8017273120743,1578.6895445889795,
Z+Jets,14717.02364266734,14717.02364266734,11596.248313731177,10258.959442762889,9225.01768924558,3415.2131842242934,2293.612430162112,2217.8373301484185,2211.936350974387,2202.121302756437,
Diboson,703.6912877316817,703.6912877316817,562.2263678811394,506.0471652477355,457.8809851445909,168.01245439197368,113.8000394603115,108.04632612341265,102.29474452700119,97.82021164141872,
ggFHbb,138.81856362723408,138.81856362723408,112.60843567952179,94.594807891947,82.77402126573345,18.968159879775097,10.771491062210776,10.434476826826451,10.419896451946123,10.325222663020202,
VBFHbb,40.60062332311162,40.60062332311162,33.64066881007546,29.92243782651147,27.43908043036217,6.045973293109559,3.1083918423199757,3.009821061214882,2.9956646456806655,2.9866962613889965,
ZHbb,38.56092725636813,38.56092725636813,31.201096827055522,28.327419717518335,25.341736768545154,6.605644406438831,3.2079557452273533,3.0880533718014562,3.0728273798070687,3.054049703960435,
WHbb,66.232275837835,66.232275837835,53.1747239460968,49.03210061589495,43.92375773929534,9.999484139229585,5.624793163973079,5.249744029402121,5.231174116630841,5.199730780323415,
ggZHbb,5.921431593700421,5.921431593700421,4.834218950591498,4.243272703271217,3.8953094791319236,0.9693274335389408,0.596194203044717,0.5798470283433136,0.5786905927371799,0.5750323368583716,
ttHbb,187.9810602386041,187.9810602386041,157.06411137377214,134.84019593486616,126.88588505779538,28.48763104452572,23.034837121663134,22.036093903123728,19.256335610843987,16.86198092737073,
HWW,97.55810924622654,97.55810924622654,81.55463845285882,68.6128079486553,64.37376962349865,15.303018259276625,13.811682566537124,12.068316543744125,9.919330430472767,8.372446559169994,
Data,1331012.0,1331012.0,964614.0,800395.0,681593.0,,137907.0,130877.0,129236.0,127724.0,148881.0
