,Pre-selection,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScoreVBF >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.6759612895422047,1.671253156343986,1.667054663581594,0.029646927332979713,0.015184468498802148,0.015133321679993064,0.015133321679993064
ggHH_kl_2p45_kt_1_HHbbVV,1.2648588173264859,1.2619213962134905,1.259476514431856,0.024731697814725284,0.012603190604846397,0.012586939194128623,0.012563181437878067
ggHH_kl_5_kt_1_HHbbVV,1.3332206987541166,1.3300489277361773,1.3270343186009006,0.018648818153316375,0.009348833024137925,0.009302260229489934,0.009083021112611504
ggHH_kl_0_kt_1_HHbbVV,2.1451073030732752,2.1390768166419116,2.133136138305944,0.03790953626608057,0.018568088429240494,0.018489939444761003,0.018446071265462993
VBFHHbbVV,0.034040204061650904,0.03394053173651452,0.03385030303208773,0.002682154639992056,0.001471704182327051,0.001471704182327051,0.0014684959490813046
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.759082011938688,20.739352616008404,20.724376023579612,4.828617067528237,2.9303553606426194,2.927025778283965,2.918284804264793
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.7875735683353,34.751680542343635,34.7259112385066,7.887681988782747,4.803372398124247,4.79742474149772,4.78180731579494
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0349561589792886,0.0348340123755803,0.03476342971248835,0.0013436901615358843,0.0007110563138820235,0.0007082628000380285,0.0007058725084984796
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.90294126701765,18.88651379148402,18.874724613646766,4.519841222960808,2.771848109443064,2.7686757911001276,2.7597686836720725
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08896585213302885,0.0887174649087295,0.08843522093011229,0.009668787088414454,0.005297734600075385,0.005291220465418335,0.005264805171416092
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,11.226364369967204,11.216740371140801,11.208863928418946,2.6469802907880355,1.6121102365054443,1.6099954460924586,1.6046854171904306
