,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScore_JES_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.706591057896172,1.706591057896172,1.6956488206244413,1.6870219762186835,0.14424963121941056,0.09914857226091282,0.08448439018339411,0.08436425551292381,0.08392801395226845,,,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.3165197593868019,1.3110214829059383,0.1086454935652271,0.07423584194419047,0.062025358622737975,0.061957937172677224,0.06171687917974185,,,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4462305900962389,1.4392955507192307,0.08379186652635184,0.05791130085216936,0.04773123784359494,0.04760877005819435,0.04743450954564242,,,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.137570596615636,2.1263297666407253,0.17280215299412893,0.11632479333708041,0.10005153202493014,0.09996638134838484,0.09950781957515015,,,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.03908003702313971,0.03885051323503232,0.00256980755908793,0.0017728467047428463,0.0009830077196275196,0.0009789804168079544,0.0009760237815254918,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.742252257394117,25.704945059660464,2.660029108412363,2.007279484343479,0.7693040471941369,0.7680385608703313,0.765313618863256,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.8629150243242,42.79297341024497,4.42679601464343,3.3356941699357856,1.2985875874527633,1.2958220579574498,1.2893683246686436,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04073303080960986,0.0405174122694524,0.001592024977708498,0.0011238786382349896,0.0006567645017239198,0.0006549030304857574,0.0006549030304857574,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.573988818796686,23.541072415448003,2.4314586060115015,1.8290902246642322,0.6937811078026999,0.6921372988876253,0.6889213282078819,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.09962742189198046,0.09895818332933407,0.009517708414073327,0.006978822395831976,0.003645970685239682,0.003644598498980493,0.003644598498980493,,,
QCD,1126208.5372077704,1204990.9790546382,1195580.4197497359,1188493.8378485164,50.08382637323835,5.505287307002153,4.837103895715915,4.837103895715915,4.837103895715915,,,
TT,126178.01663528237,126178.01663528237,125277.51309674431,124328.8175008741,30.98468036984142,5.684892826606843,5.684892826606843,4.975869345852791,4.31431819547664,,,
ST,11213.018738828063,11213.018738828063,11119.661879992498,11058.864901644467,2.3488552579959756,0.4839470190346713,0.4839470190346713,0.4839470190346713,0.4839470190346713,,,
W+Jets,15930.077126498532,15930.077126498532,15826.798062580072,15744.192115021908,6.465878902542228,1.766403199173974,1.6464452746887623,1.6464452746887623,1.6464452746887623,,,
Z+Jets,22772.15825578505,22772.15825578505,22591.343797623595,22477.3522387971,2.795401185399218,1.008789549048907,1.008789549048907,1.008789549048907,1.008789549048907,,,
Diboson,1008.665041486354,1008.665041486354,1001.555468829989,995.7367767362746,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,223.1087799478259,223.1087799478259,222.20721408699214,220.60052287185852,0.031571511719930515,0.0,0.0,0.0,0.0,,,
VBFHbb,71.28205035333777,71.28205035333777,70.93247270180143,70.49767611071601,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,67.12062616739404,67.12062616739404,66.73802979718431,66.52688948307338,0.005349491378932814,0.003026873273795727,0.00033547950692566444,0.00033547950692566444,0.00033547950692566444,,,
WHbb,116.35029311753367,116.35029311753367,115.70531888025883,115.43919849488618,0.025071866881734704,0.019165735135376172,0.017954227728445397,0.017954227728445397,0.017954227728445397,,,
ggZHbb,10.311005316400479,10.311005316400479,10.25139710473921,10.200185500756241,0.0023145032141474865,0.0018804756214083845,0.0015649664772532357,0.0015649664772532357,0.0015649664772532357,,,
ttHbb,354.83801865944884,354.83801865944884,351.98243580111443,349.16857078942746,0.08286306104691386,0.024040571295088006,0.024040571295088006,0.021319475410324442,0.019478146950050453,,,
HWW,172.07437391871363,172.07437391871363,170.7911521048616,169.23726416010865,1.4240683283108815,0.3695832865382234,0.3284049304134302,0.3211358084877688,0.30777208939169487,,,
Data,1383108.0,1383108.0,,,,41.0,40.0,38.0,37.0,1383108.0,1383108.0,197.0
