,Pre-selection,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,92.5 ≤ bbFatJetParticleNetMass_JMS_up < 110 or 145 ≤ bbFatJetParticleNetMass_JMS_up < 162.5,bbFatJetParticleNetMD_Txbb >= 0.988,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
X[2000]->H(bb)Y[125](VV),36.99846956700432,36.842533875076924,36.76890841395942,36.75622432805734,5.843502842459602,2.854791979876832,1.7318452787824627,1.7301826553648412,1.7248000537053318
