,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_down >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.995
HHbbVV,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.07110603038708058,0.049379536457128545,0.045583575708211074,0.045525224030596556,0.04526580404591611,
QCD,717986.216814939,956785.8146709627,948406.4124347997,941617.267942029,34.50221832593027,0.555839799505896,0.555839799505896,0.555839799505896,0.555839799505896,
TT,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,17.055210817017567,3.175380819651773,3.2345189778604926,2.9025867023868126,2.789723575865126,
ST,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,0.9237053637899725,0.2793657353914413,0.2793657353914413,0.2793657353914413,0.2793657353914413,
W+Jets,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,4.431738719335214,1.133893703111495,1.0371520695821397,1.0371520695821397,1.0371520695821397,
Z+Jets,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,2.659993309724344,1.136153209964283,1.136153209964283,1.136153209964283,1.136153209964283,
Diboson,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0,0.0,
ggFHbb,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.02504445648489656,0.02504445648489656,0.02504445648489656,0.02504445648489656,0.02504445648489656,
VBFHbb,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0,0.0,
ZHbb,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.005904869007387837,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,
WHbb,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.007731450447681342,0.0036817381763879875,0.0036817381763879875,0.0036817381763879875,0.0036817381763879875,
ggZHbb,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.0007828385699077611,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,
ttHbb,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.04590994842420493,0.01791214697068382,0.01683824184784899,0.015884442411531523,0.015164339521903561,
HWW,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.6885375997964097,0.2159259900867116,0.20390290924379953,0.1973510169018129,0.18661356560040965,
Data,1047903.0,1047903.0,1047903.0,1047903.0,,33.0,33.0,33.0,32.0,182.0
