,Pre-selection,QCD SF,LP SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScoreVBF >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.671413160994866,1.6672065519826909,0.028864589275093507,0.01457177148815857,0.014520624669349483,0.014520624669349483,,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.264909243644536,1.2619443740833618,1.2595120643449336,0.024734485655623153,0.012432303435195335,0.01241605202447756,0.012375757110851435,,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3326632776423553,1.3294823636754307,1.3264512910132678,0.018170883991164417,0.008826644684433851,0.008780071889785862,0.00856083277290743,,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1462080925701774,2.140110980291475,2.1341285226103426,0.03700484643090604,0.017759620119843784,0.017681471135364293,0.017637602956066287,,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.034024377674540085,0.033924821748091125,0.033835292174518944,0.0026991962166684194,0.0014810786475581241,0.0014810786475581241,0.0014778704143123779,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.742276536413833,20.727523290457565,4.823306734871726,2.9253169082145067,2.922337718776624,2.9136150321684697,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.78860657736119,34.75268707636393,34.72713157266033,7.872779966537409,4.791051752257207,4.785190893858118,4.770044419459443,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.03499528349928152,0.034870615332746886,0.034799811772878844,0.0013537377480344046,0.000718473503428801,0.0007156799895848059,0.000713289698045257,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.901746176077005,18.8853036360409,18.87351206891294,4.51205264464955,2.7678365421489284,2.7647168478994946,2.756000644433048,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08890353276162892,0.088656652708224,0.08837484424937994,0.009583288965529575,0.005300630367150174,0.0052941162324931235,0.005267700938490881,,
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247569.2563443747,1244241.2895729458,17.945008817571654,0.9479854870513743,0.9479854870513743,0.9479854870513743,,
TT,114729.52068857195,114729.52068857195,114729.52068857195,114309.11741675786,113880.99428785002,5.798795801912014,0.6058845979325174,0.6058845979325174,0.6058845979325174,,
ST,9991.097357360093,9991.097357360093,9991.097357360093,9952.550898761065,9922.252662966415,1.3270895761658708,0.0,0.0,0.0,,
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14670.207513918298,14635.076456643055,1.3240541277111542,0.09506311296715518,0.09506311296715518,0.09506311296715518,,
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21520.342568735658,21471.347787777064,0.8149782493388988,0.32772047717289904,0.32772047717289904,0.32772047717289904,,
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,934.1584206040213,932.1822112933119,0.0,0.0,0.0,0.0,,
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.02968880433406,223.30598847245,0.0,0.0,0.0,0.0,,
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.12891712313305,65.94436262293111,0.0313406363497363,0.0,0.0,0.0,,
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.32995290467089,63.23930009367292,0.0013718503604822627,0.0013718503604822627,0.0013718503604822627,0.0013718503604822627,,
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.64337241312307,108.51513014986577,0.0066932442039737625,0.0038431623322436274,0.0038431623322436274,0.0038431623322436274,,
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.480593256960656,9.454908466117434,0.00024366724863733052,0.0,0.0,0.0,,
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.08860162114195,309.8926151597943,0.008785657593391342,0.0024124437817986334,0.0024124437817986334,0.0024124437817986334,,
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.1141335814762,149.4108853239785,0.2812771204808927,0.04679101711101491,0.04414270408692401,0.04239937920902053,,
Data,1414872.0,1414872.0,1414872.0,,,61.0,7.0,7.0,6.0,1414872.0,1414872.0
